,game_id,player_id,team_first,game_first,name,team,Starter,team_id,game_date,home
8887,0022400273,1629130,1,0,Duncan Robinson,MIA,0.0,1610612748,2024-11-24,1
8897,0022400272,1627763,1,0,Malcolm Brogdon,WAS,1.0,1610612764,2024-11-24,0
8907,0022400272,1629650,1,1,Moses Brown,IND,0.0,1610612754,2024-11-24,1
8917,0022400264,1628973,1,1,Jalen Brunson,NYK,0.0,1610612752,2024-11-23,0
8926,0022400264,1629012,1,0,Collin Sexton,UTA,0.0,1610612762,2024-11-23,1
8936,0022400266,1629634,1,1,Brandon Clarke,MEM,0.0,1610612763,2024-11-23,0
8946,0022400266,1629632,1,0,Coby White,CHI,0.0,1610612741,2024-11-23,1
8959,0022400269,1630322,1,0,Lindy Waters III,GSW,1.0,1610612744,2024-11-23,0
8970,0022400269,203084,1,1,Harrison Barnes,SAS,1.0,1610612759,2024-11-23,1
8980,0022400268,1629684,1,0,Grant Williams,CHA,0.0,1610612766,2024-11-23,0
8990,0022400268,1627752,1,1,Taurean Prince,MIL,0.0,1610612749,2024-11-23,1
8999,0022400267,1630578,1,1,Alperen Sengun,HOU,0.0,1610612745,2024-11-23,1
9008,0022400267,1629014,1,0,Anfernee Simons,POR,0.0,1610612757,2024-11-23,0
9018,0022400265,1630532,1,0,Franz Wagner,ORL,0.0,1610612753,2024-11-23,1
9031,0022400265,202699,1,1,Tobias Harris,DET,0.0,1610612765,2024-11-23,0
9044,0022400270,1630559,1,0,Austin Reaves,LAL,0.0,1610612747,2024-11-23,1
9053,0022400270,1631128,1,1,Christian Braun,DEN,0.0,1610612743,2024-11-23,0
9064,0022400031,1628415,1,0,Dillon Brooks,HOU,0.0,1610612745,2024-11-22,1
9077,0022400031,1631101,1,1,Shaedon Sharpe,POR,0.0,1610612757,2024-11-22,0
9090,0022400030,1630581,1,0,Josh Giddey,CHI,0.0,1610612741,2024-11-22,1
9099,0022400030,203991,1,1,Clint Capela,ATL,0.0,1610612737,2024-11-22,0
9110,0022400028,201950,1,1,Jrue Holiday,BOS,0.0,1610612738,2024-11-22,0
9120,0022400028,1641731,1,0,Bilal Coulibaly,WAS,0.0,1610612764,2024-11-22,1
9130,0022400034,1627734,1,1,Domantas Sabonis,SAC,1.0,1610612758,2024-11-22,0
9140,0022400034,1627884,1,0,Derrick Jones Jr.,LAC,1.0,1610612746,2024-11-22,1
9150,0022400033,1629023,1,1,P.J. Washington,DAL,0.0,1610612742,2024-11-22,0
9159,0022400033,1631128,1,0,Christian Braun,DEN,0.0,1610612743,2024-11-22,1
9169,0022400032,203901,1,1,Elfrid Payton,NOP,0.0,1610612740,2024-11-22,1
9179,0022400032,203952,1,0,Andrew Wiggins,GSW,0.0,1610612744,2024-11-22,0
9191,0022400029,203081,1,1,Damian Lillard,MIL,0.0,1610612749,2024-11-22,1
9204,0022400029,1631245,1,0,Quenton Jackson,IND,0.0,1610612754,2024-11-22,0
9216,0022400027,1627824,1,1,Guerschon Yabusele,PHI,0.0,1610612755,2024-11-22,1
9226,0022400027,1630560,1,0,Cam Thomas,BKN,0.0,1610612751,2024-11-22,0
9236,0022400260,202699,1,0,Tobias Harris,DET,1.0,1610612765,2024-11-21,0
9247,0022400260,1641706,1,1,Brandon Miller,CHA,1.0,1610612766,2024-11-21,1
9257,0022400262,1628380,1,1,Zach Collins,SAS,0.0,1610612759,2024-11-21,1
9267,0022400262,1629012,1,0,Collin Sexton,UTA,0.0,1610612762,2024-11-21,0
9277,0022400261,1641711,1,1,Gradey Dick,TOR,0.0,1610612761,2024-11-21,1
9286,0022400261,1630162,1,0,Anthony Edwards,MIN,0.0,1610612750,2024-11-21,0
9294,0022400263,1641783,1,0,Tristan Da Silva,ORL,0.0,1610612753,2024-11-21,0
9304,0022400263,2544,1,1,LeBron James,LAL,0.0,1610612747,2024-11-21,1
9311,0022400252,1630596,1,1,Evan Mobley,CLE,0.0,1610612739,2024-11-20,1
9320,0022400252,1630526,1,0,Jeremiah Robinson-Earl,NOP,0.0,1610612740,2024-11-20,0
9328,0022400258,1630322,1,1,Lindy Waters III,GSW,0.0,1610612744,2024-11-20,1
9341,0022400258,1630700,1,0,Dyson Daniels,ATL,0.0,1610612737,2024-11-20,0
9353,0022400257,1628973,1,1,Jalen Brunson,NYK,0.0,1610612752,2024-11-20,0
9363,0022400257,1626164,1,0,Devin Booker,PHX,0.0,1610612756,2024-11-20,1
9375,0022400253,1628470,1,0,Torrey Craig,CHI,0.0,1610612741,2024-11-20,0
9389,0022400253,201572,1,1,Brook Lopez,MIL,0.0,1610612749,2024-11-20,1
9400,0022400259,1627826,1,1,Ivica Zubac,LAC,1.0,1610612746,2024-11-20,1
9412,0022400259,1630591,1,0,Jalen Suggs,ORL,1.0,1610612753,2024-11-20,0
9425,0022400255,1629634,1,0,Brandon Clarke,MEM,0.0,1610612763,2024-11-20,1
9435,0022400255,1630178,1,1,Tyrese Maxey,PHI,0.0,1610612755,2024-11-20,0
9447,0022400256,1631114,1,0,Jalen Williams,OKC,0.0,1610612760,2024-11-20,1
9459,0022400256,1641739,1,1,Toumani Camara,POR,0.0,1610612757,2024-11-20,0
9468,0022400254,1631245,1,0,Quenton Jackson,IND,0.0,1610612754,2024-11-20,0
9480,0022400254,1630578,1,1,Alperen Sengun,HOU,0.0,1610612745,2024-11-20,1
9494,0022400025,1630577,1,1,Julian Champagnie,SAS,0.0,1610612759,2024-11-19,1
9504,0022400025,1630598,1,0,Aaron Wiggins,OKC,0.0,1610612760,2024-11-19,0
9515,0022400022,1627732,1,0,Ben Simmons,BKN,0.0,1610612751,2024-11-19,1
9525,0022400022,1630182,1,1,Josh Green,CHA,0.0,1610612766,2024-11-19,0
9535,0022400021,201950,1,0,Jrue Holiday,BOS,0.0,1610612738,2024-11-19,1
9543,0022400021,1628378,1,1,Donovan Mitchell,CLE,0.0,1610612739,2024-11-19,0
9551,0022400024,1627742,1,0,Brandon Ingram,NOP,0.0,1610612740,2024-11-19,0
9561,0022400023,203967,1,1,Dario Saric,DEN,0.0,1610612743,2024-11-19,0
9571,0022400023,1629634,1,0,Brandon Clarke,MEM,0.0,1610612763,2024-11-19,1
9582,0022400026,1642261,1,0,Dalton Knecht,LAL,0.0,1610612747,2024-11-19,1
9589,0022400026,1628374,1,1,Lauri Markkanen,UTA,0.0,1610612762,2024-11-19,0
9599,0022400250,1642258,1,1,Zaccharie Risacher,ATL,0.0,1610612737,2024-11-18,0
9609,0022400250,1626168,1,0,Trey Lyles,SAC,0.0,1610612758,2024-11-18,1
9619,0022400248,1630578,1,1,Alperen Sengun,HOU,0.0,1610612745,2024-11-18,0
9630,0022400248,201572,1,0,Brook Lopez,MIL,0.0,1610612749,2024-11-18,1
9639,0022400251,1630322,1,1,Lindy Waters III,GSW,0.0,1610612744,2024-11-18,0
9650,0022400251,1627826,1,0,Ivica Zubac,LAC,0.0,1610612746,2024-11-18,1
9660,0022400249,1630591,1,1,Jalen Suggs,ORL,0.0,1610612753,2024-11-18,0
9670,0022400249,1626145,1,0,Tyus Jones,PHX,0.0,1610612756,2024-11-18,1
9679,0022400247,1631097,1,0,Bennedict Mathurin,IND,0.0,1610612754,2024-11-18,0
9689,0022400247,1627751,1,1,Jakob Poeltl,TOR,0.0,1610612761,2024-11-18,1
9698,0022400244,202696,1,0,Nikola Vucevic,CHI,0.0,1610612741,2024-11-18,0
9708,0022400244,1631105,1,1,Jalen Duren,DET,0.0,1610612765,2024-11-18,1
9718,0022400246,1627763,1,1,Malcolm Brogdon,WAS,1.0,1610612764,2024-11-18,0
9731,0022400246,1628384,1,0,OG Anunoby,NYK,1.0,1610612752,2024-11-18,1
9743,0022400245,202331,1,1,Paul George,PHI,0.0,1610612755,2024-11-18,0
9755,0022400245,202710,1,0,Jimmy Butler,MIA,0.0,1610612748,2024-11-18,1
9767,0022400234,203994,1,1,Jusuf Nurkic,PHX,0.0,1610612756,2024-11-17,0
9776,0022400234,203944,1,0,Julius Randle,MIN,0.0,1610612750,2024-11-17,1
9786,0022400235,1631097,1,1,Bennedict Mathurin,IND,0.0,1610612754,2024-11-17,1
9795,0022400235,1626179,1,0,Terry Rozier,MIA,0.0,1610612748,2024-11-17,0
9804,0022400240,1628969,1,1,Mikal Bridges,NYK,1.0,1610612752,2024-11-17,1
9812,0022400240,1629661,1,0,Cameron Johnson,BKN,1.0,1610612751,2024-11-17,0
9824,0022400241,1629632,1,0,Coby White,CHI,0.0,1610612741,2024-11-17,1
9838,0022400241,1630578,1,1,Alperen Sengun,HOU,0.0,1610612745,2024-11-17,0
9851,0022400236,1630182,1,0,Josh Green,CHA,0.0,1610612766,2024-11-17,0
9863,0022400236,1629660,1,1,Ty Jerome,CLE,0.0,1610612739,2024-11-17,1
9874,0022400243,1628374,1,0,Lauri Markkanen,UTA,0.0,1610612762,2024-11-17,0
9883,0022400243,1627826,1,1,Ivica Zubac,LAC,0.0,1610612746,2024-11-17,1
9893,0022400242,1629023,1,1,P.J. Washington,DAL,0.0,1610612742,2024-11-17,0
9903,0022400242,1631114,1,0,Jalen Williams,OKC,0.0,1610612760,2024-11-17,1
9913,0022400239,1642270,1,0,Donovan Clingan,POR,0.0,1610612757,2024-11-17,1
9923,0022400239,1629027,1,1,Trae Young,ATL,0.0,1610612737,2024-11-17,0
9932,0022400237,1628398,1,1,Kyle Kuzma,WAS,0.0,1610612764,2024-11-17,1
9946,0022400237,1631105,1,0,Jalen Duren,DET,0.0,1610612765,2024-11-17,0
9957,0022400238,1627750,1,1,Jamal Murray,DEN,0.0,1610612743,2024-11-17,0
9968,0022400238,1630590,1,0,Scotty Pippen Jr.,MEM,0.0,1610612763,2024-11-17,1
9981,0022400230,1629628,1,1,RJ Barrett,TOR,0.0,1610612761,2024-11-16,0
9990,0022400230,1628401,1,0,Derrick White,BOS,0.0,1610612738,2024-11-16,1
9999,0022400232,101108,1,0,Chris Paul,SAS,0.0,1610612759,2024-11-16,0
10011,0022400232,202691,1,1,Klay Thompson,DAL,0.0,1610612742,2024-11-16,1
10024,0022400233,1629012,1,0,Collin Sexton,UTA,0.0,1610612762,2024-11-16,0
10035,0022400233,1628368,1,1,De'Aaron Fox,SAC,1.0,1610612758,2024-11-16,1
10045,0022400229,1641706,1,0,Brandon Miller,CHA,0.0,1610612766,2024-11-16,1
10055,0022400229,1627752,1,1,Taurean Prince,MIL,0.0,1610612749,2024-11-16,0
10064,0022400231,1630527,1,0,Brandon Boston Jr.,NOP,1.0,1610612740,2024-11-16,1
10072,0022400018,1641717,1,0,Cason Wallace,OKC,1.0,1610612760,2024-11-15,1
10083,0022400011,1627736,1,1,Malik Beasley,DET,0.0,1610612765,2024-11-15,0
10092,0022400011,1627751,1,0,Jakob Poeltl,TOR,0.0,1610612761,2024-11-15,1
10102,0022400020,203497,1,1,Rudy Gobert,MIN,0.0,1610612750,2024-11-15,0
10112,0022400020,1628368,1,0,De'Aaron Fox,SAC,1.0,1610612758,2024-11-15,1
10121,0022400016,1627739,1,0,Kris Dunn,LAC,0.0,1610612746,2024-11-15,0
10134,0022400016,1631095,1,1,Jabari Smith Jr.,HOU,0.0,1610612745,2024-11-15,1
10146,0022400019,1630322,1,1,Lindy Waters III,GSW,0.0,1610612744,2024-11-15,1
10158,0022400019,1628991,1,0,Jaren Jackson Jr.,MEM,0.0,1610612763,2024-11-15,0
10170,0022400015,1642261,1,0,Dalton Knecht,LAL,0.0,1610612747,2024-11-15,0
10177,0022400015,1630577,1,1,Julian Champagnie,SAS,0.0,1610612759,2024-11-15,1
10188,0022400009,1631097,1,0,Bennedict Mathurin,IND,0.0,1610612754,2024-11-15,1
10199,0022400009,1629312,1,1,Haywood Highsmith,MIA,0.0,1610612748,2024-11-15,0
10209,0022400013,1629632,1,0,Coby White,CHI,0.0,1610612741,2024-11-15,0
10222,0022400013,1629636,1,1,Darius Garland,CLE,0.0,1610612739,2024-11-15,1
10232,0022400014,1628384,1,1,OG Anunoby,NYK,0.0,1610612752,2024-11-15,1
10241,0022400014,1630560,1,0,Cam Thomas,BKN,0.0,1610612751,2024-11-15,0
10251,0022400017,1630530,1,0,Trey Murphy III,NOP,0.0,1610612740,2024-11-15,1
10260,0022400017,1627750,1,1,Jamal Murray,DEN,0.0,1610612743,2024-11-15,0
10270,0022400012,1629673,1,0,Jordan Poole,WAS,0.0,1610612764,2024-11-15,0
10279,0022400012,203991,1,1,Clint Capela,ATL,0.0,1610612737,2024-11-15,1
10288,0022400010,203954,1,1,Joel Embiid,PHI,0.0,1610612755,2024-11-15,0
10301,0022400010,1630532,1,0,Franz Wagner,ORL,0.0,1610612753,2024-11-15,1
10314,0022400228,202691,1,1,Klay Thompson,DAL,1.0,1610612742,2024-11-14,0
10322,0022400228,1629012,1,0,Collin Sexton,UTA,1.0,1610612762,2024-11-14,1
10332,0022400219,1629632,1,1,Coby White,CHI,0.0,1610612741,2024-11-13,0
10342,0022400219,1628973,1,0,Jalen Brunson,NYK,0.0,1610612752,2024-11-13,1
10351,0022400227,201942,1,1,DeMar DeRozan,SAC,0.0,1610612758,2024-11-13,1
10363,0022400227,1642346,1,0,Ryan Dunn,PHX,0.0,1610612756,2024-11-13,0
10374,0022400222,1628415,1,1,Dillon Brooks,HOU,0.0,1610612745,2024-11-13,1
10383,0022400222,1627826,1,0,Ivica Zubac,LAC,0.0,1610612746,2024-11-13,0
10395,0022400218,1627759,1,0,Jaylen Brown,BOS,0.0,1610612738,2024-11-13,0
10406,0022400218,1629651,1,1,Nic Claxton,BKN,0.0,1610612751,2024-11-13,1
10416,0022400226,1629638,1,0,Nickeil Alexander-Walker,MIN,0.0,1610612750,2024-11-13,0
10425,0022400226,1642270,1,1,Donovan Clingan,POR,0.0,1610612757,2024-11-13,1
10436,0022400223,203507,1,0,Giannis Antetokounmpo,MIL,0.0,1610612749,2024-11-13,1
10444,0022400223,1630595,1,1,Cade Cunningham,DET,0.0,1610612765,2024-11-13,0
10453,0022400217,1631097,1,1,Bennedict Mathurin,IND,1.0,1610612754,2024-11-13,0
10463,0022400217,203484,1,0,Kentavious Caldwell-Pope,ORL,1.0,1610612753,2024-11-13,1
10473,0022400221,1630527,1,1,Brandon Boston Jr.,NOP,0.0,1610612740,2024-11-13,0
10483,0022400221,1631114,1,0,Jalen Williams,OKC,0.0,1610612760,2024-11-13,1
10494,0022400220,1628386,1,1,Jarrett Allen,CLE,0.0,1610612739,2024-11-13,0
10504,0022400220,1642272,1,0,Jared McCain,PHI,0.0,1610612755,2024-11-13,1
10515,0022400224,1630577,1,1,Julian Champagnie,SAS,0.0,1610612759,2024-11-13,1
10525,0022400224,1629673,1,0,Jordan Poole,WAS,0.0,1610612764,2024-11-13,0
10534,0022400225,1630583,1,1,Santi Aldama,MEM,0.0,1610612763,2024-11-13,0
10544,0022400225,1629060,1,0,Rui Hachimura,LAL,0.0,1610612747,2024-11-13,1
10552,0022400002,1631170,1,0,Jaime Jaquez Jr.,MIA,0.0,1610612748,2024-11-12,0
10563,0022400002,202699,1,1,Tobias Harris,DET,0.0,1610612765,2024-11-12,1
10572,0022400004,202331,1,1,Paul George,PHI,0.0,1610612755,2024-11-12,1
10583,0022400004,1626157,1,0,Karl-Anthony Towns,NYK,0.0,1610612752,2024-11-12,0
10592,0022400008,1641739,1,1,Toumani Camara,POR,1.0,1610612757,2024-11-12,1
10602,0022400008,1630183,1,0,Jaden McDaniels,MIN,1.0,1610612750,2024-11-12,0
10611,0022400001,1627759,1,0,Jaylen Brown,BOS,0.0,1610612738,2024-11-12,1
10621,0022400001,1630552,1,1,Jalen Johnson,ATL,0.0,1610612737,2024-11-12,0
10629,0022400006,1626164,1,1,Devin Booker,PHX,0.0,1610612756,2024-11-12,0
10638,0022400006,1628381,1,0,John Collins,UTA,0.0,1610612762,2024-11-12,1
10649,0022400003,1630532,1,1,Franz Wagner,ORL,0.0,1610612753,2024-11-12,1
10663,0022400003,201959,1,0,Taj Gibson,CHA,0.0,1610612766,2024-11-12,0
10675,0022400005,201572,1,1,Brook Lopez,MIL,0.0,1610612749,2024-11-12,1
10690,0022400005,1627751,1,0,Jakob Poeltl,TOR,0.0,1610612761,2024-11-12,0
10700,0022400007,201939,1,1,Stephen Curry,GSW,0.0,1610612744,2024-11-12,1
10711,0022400212,1628378,1,0,Donovan Mitchell,CLE,0.0,1610612739,2024-11-11,0
10721,0022400212,1630581,1,1,Josh Giddey,CHI,0.0,1610612741,2024-11-11,1
10732,0022400216,1628368,1,0,De'Aaron Fox,SAC,1.0,1610612758,2024-11-11,0
10744,0022400216,1641705,1,1,Victor Wembanyama,SAS,0.0,1610612759,2024-11-11,1
10756,0022400215,201935,1,0,James Harden,LAC,1.0,1610612746,2024-11-11,0
10765,0022400215,1630198,1,1,Isaiah Joe,OKC,1.0,1610612760,2024-11-11,1
10776,0022400213,1630578,1,1,Alperen Sengun,HOU,0.0,1610612745,2024-11-11,1
10786,0022400213,1629673,1,0,Jordan Poole,WAS,0.0,1610612764,2024-11-11,0
10799,0022400214,1629651,1,0,Nic Claxton,BKN,0.0,1610612751,2024-11-11,0
10808,0022400214,1630530,1,1,Trey Murphy III,NOP,0.0,1610612740,2024-11-11,1
10819,0022400205,1630163,1,1,LaMelo Ball,CHA,1.0,1610612766,2024-11-10,0
10829,0022400205,202331,1,0,Paul George,PHI,1.0,1610612755,2024-11-10,1
10838,0022400211,1641711,1,1,Gradey Dick,TOR,0.0,1610612761,2024-11-10,0
10848,0022400207,1631218,1,0,Trayce Jackson-Davis,GSW,0.0,1610612744,2024-11-10,0
10859,0022400207,1629652,1,1,Luguentz Dort,OKC,0.0,1610612760,2024-11-10,1
10870,0022400209,1627734,1,0,Domantas Sabonis,SAC,0.0,1610612758,2024-11-10,0
10880,0022400209,1642346,1,1,Ryan Dunn,PHX,0.0,1610612756,2024-11-10,1
10889,0022400206,1626179,1,0,Terry Rozier,MIA,0.0,1610612748,2024-11-10,0
10900,0022400206,1630162,1,1,Anthony Edwards,MIN,0.0,1610612750,2024-11-10,1
10908,0022400210,203924,1,0,Jerami Grant,POR,0.0,1610612757,2024-11-10,1
10922,0022400210,1628991,1,1,Jaren Jackson Jr.,MEM,0.0,1610612763,2024-11-10,0
10933,0022400202,1627752,1,1,Taurean Prince,MIL,0.0,1610612749,2024-11-10,1
10942,0022400202,201950,1,0,Jrue Holiday,BOS,0.0,1610612738,2024-11-10,0
10952,0022400203,1626167,1,0,Myles Turner,IND,0.0,1610612754,2024-11-10,1
10962,0022400203,1628404,1,1,Josh Hart,NYK,0.0,1610612752,2024-11-10,0
10970,0022400204,1641731,1,1,Bilal Coulibaly,WAS,0.0,1610612764,2024-11-10,0
10982,0022400204,1629048,1,0,Goga Bitadze,ORL,0.0,1610612753,2024-11-10,1
10995,0022400208,1627750,1,1,Jamal Murray,DEN,0.0,1610612743,2024-11-10,1
11003,0022400208,202691,1,0,Klay Thompson,DAL,0.0,1610612742,2024-11-10,0
11011,0022400201,1630191,1,1,Isaiah Stewart,DET,0.0,1610612765,2024-11-10,1
11020,0022400201,1630578,1,0,Alperen Sengun,HOU,0.0,1610612745,2024-11-10,0
11029,0022400198,202696,1,0,Nikola Vucevic,CHI,1.0,1610612741,2024-11-09,0
11040,0022400198,1630700,1,1,Dyson Daniels,ATL,1.0,1610612737,2024-11-09,1
11049,0022400197,1641705,1,0,Victor Wembanyama,SAS,0.0,1610612759,2024-11-09,1
11059,0022400197,1631117,1,1,Walker Kessler,UTA,0.0,1610612762,2024-11-09,0
11069,0022400200,1627826,1,1,Ivica Zubac,LAC,0.0,1610612746,2024-11-09,1
11079,0022400200,1630193,1,0,Immanuel Quickley,TOR,0.0,1610612761,2024-11-09,0
11089,0022400199,1629636,1,0,Darius Garland,CLE,0.0,1610612739,2024-11-09,1
11099,0022400199,1627827,1,1,Dorian Finney-Smith,BKN,0.0,1610612751,2024-11-09,0
11109,0022400195,200768,1,0,Kyle Lowry,PHI,0.0,1610612755,2024-11-08,0
11122,0022400195,1629060,1,1,Rui Hachimura,LAL,0.0,1610612747,2024-11-08,1
11134,0022400190,203994,1,0,Jusuf Nurkic,PHX,0.0,1610612756,2024-11-08,0
11142,0022400190,1629655,1,1,Daniel Gafford,DAL,0.0,1610612742,2024-11-08,1
11152,0022400187,203471,1,1,Dennis Schroder,BKN,0.0,1610612751,2024-11-08,0
11161,0022400187,201950,1,0,Jrue Holiday,BOS,0.0,1610612738,2024-11-08,1
11170,0022400194,202710,1,0,Jimmy Butler,MIA,0.0,1610612748,2024-11-08,0
11181,0022400194,1631212,1,1,Peyton Watson,DEN,0.0,1610612743,2024-11-08,1
11190,0022400192,1630224,1,1,Jalen Green,HOU,0.0,1610612745,2024-11-08,0
11203,0022400192,1629652,1,0,Luguentz Dort,OKC,0.0,1610612760,2024-11-08,1
11214,0022400184,1631097,1,1,Bennedict Mathurin,IND,0.0,1610612754,2024-11-08,0
11225,0022400184,1641706,1,0,Brandon Miller,CHA,0.0,1610612766,2024-11-08,1
11237,0022400196,1627826,1,0,Ivica Zubac,LAC,0.0,1610612746,2024-11-08,0
11246,0022400196,1628368,1,1,De'Aaron Fox,SAC,1.0,1610612758,2024-11-08,1
11255,0022400193,1629014,1,0,Anfernee Simons,POR,0.0,1610612757,2024-11-08,0
11268,0022400193,203497,1,1,Rudy Gobert,MIN,0.0,1610612750,2024-11-08,1
11281,0022400188,1630171,1,0,Isaac Okoro,CLE,0.0,1610612739,2024-11-08,1
11294,0022400188,203952,1,1,Andrew Wiggins,GSW,0.0,1610612744,2024-11-08,0
11308,0022400191,1629634,1,1,Brandon Clarke,MEM,0.0,1610612763,2024-11-08,1
11319,0022400191,1642267,1,0,Carlton Carrington,WAS,0.0,1610612764,2024-11-08,0
11331,0022400186,1630532,1,1,Franz Wagner,ORL,0.0,1610612753,2024-11-08,1
11344,0022400186,1627742,1,0,Brandon Ingram,NOP,0.0,1610612740,2024-11-08,0
11355,0022400189,1626157,1,1,Karl-Anthony Towns,NYK,1.0,1610612752,2024-11-08,1
11366,0022400189,203081,1,0,Damian Lillard,MIL,1.0,1610612749,2024-11-08,0
11378,0022400185,1630191,1,1,Isaiah Stewart,DET,0.0,1610612765,2024-11-08,1
11387,0022400185,1642258,1,0,Zaccharie Risacher,ATL,0.0,1610612737,2024-11-08,0
11396,0022400181,1630183,1,1,Jaden McDaniels,MIN,1.0,1610612750,2024-11-07,0
11409,0022400181,1630581,1,0,Josh Giddey,CHI,1.0,1610612741,2024-11-07,1
11421,0022400182,1642262,1,1,Cody Williams,UTA,0.0,1610612762,2024-11-07,0
11434,0022400182,203081,1,0,Damian Lillard,MIL,0.0,1610612749,2024-11-07,1
11447,0022400183,1642264,1,1,Stephon Castle,SAS,0.0,1610612759,2024-11-07,1
11459,0022400183,1629028,1,0,Deandre Ayton,POR,0.0,1610612757,2024-11-07,0
11472,0022400179,201935,1,1,James Harden,LAC,0.0,1610612746,2024-11-06,1
11485,0022400179,202331,1,0,Paul George,PHI,0.0,1610612755,2024-11-06,0
11498,0022400176,1630581,1,1,Josh Giddey,CHI,0.0,1610612741,2024-11-06,0
11511,0022400176,1629655,1,0,Daniel Gafford,DAL,0.0,1610612742,2024-11-06,1
11523,0022400180,1641711,1,1,Gradey Dick,TOR,0.0,1610612761,2024-11-06,0
11533,0022400180,1631099,1,0,Keegan Murray,SAC,0.0,1610612758,2024-11-06,1
11545,0022400170,1630532,1,0,Franz Wagner,ORL,1.0,1610612753,2024-11-06,0
11555,0022400170,1627783,1,1,Pascal Siakam,IND,1.0,1610612754,2024-11-06,1
11564,0022400169,1630163,1,1,LaMelo Ball,CHA,0.0,1610612766,2024-11-06,1
11575,0022400169,1630595,1,0,Cade Cunningham,DET,0.0,1610612765,2024-11-06,0
11585,0022400173,1630578,1,1,Alperen Sengun,HOU,0.0,1610612745,2024-11-06,1
11598,0022400173,1641705,1,0,Victor Wembanyama,SAS,0.0,1610612759,2024-11-06,0
11612,0022400174,1641744,1,1,Zach Edey,MEM,0.0,1610612763,2024-11-06,1
11623,0022400174,1626156,1,0,D'Angelo Russell,LAL,0.0,1610612747,2024-11-06,0
11632,0022400171,1628973,1,0,Jalen Brunson,NYK,0.0,1610612752,2024-11-06,0
11640,0022400171,1642258,1,1,Zaccharie Risacher,ATL,0.0,1610612737,2024-11-06,1
11648,0022400177,1630198,1,1,Isaiah Joe,OKC,0.0,1610612760,2024-11-06,0
11658,0022400177,201566,1,0,Russell Westbrook,DEN,0.0,1610612743,2024-11-06,1
11666,0022400172,1629674,1,1,Neemias Queta,BOS,0.0,1610612738,2024-11-06,1
11675,0022400172,201939,1,0,Stephen Curry,GSW,0.0,1610612744,2024-11-06,0
11686,0022400175,1629636,1,1,Darius Garland,CLE,0.0,1610612739,2024-11-06,0
11696,0022400175,1630527,1,0,Brandon Boston Jr.,NOP,0.0,1610612740,2024-11-06,1
11706,0022400178,1631107,1,1,Nikola Jovic,MIA,0.0,1610612748,2024-11-06,0
11716,0022400178,203994,1,0,Jusuf Nurkic,PHX,0.0,1610612756,2024-11-06,1
11725,0022400164,1627742,1,1,Brandon Ingram,NOP,0.0,1610612740,2024-11-04,1
11736,0022400164,1641739,1,0,Toumani Camara,POR,0.0,1610612757,2024-11-04,0
11747,0022400165,1629614,1,1,Andrew Nembhard,IND,0.0,1610612754,2024-11-04,0
11756,0022400159,1627734,1,0,Domantas Sabonis,SAC,0.0,1610612758,2024-11-04,0
11765,0022400159,1629639,1,1,Tyler Herro,MIA,0.0,1610612748,2024-11-04,1
11776,0022400154,1628378,1,1,Donovan Mitchell,CLE,0.0,1610612739,2024-11-04,1
11785,0022400154,1626171,1,0,Bobby Portis,MIL,0.0,1610612749,2024-11-04,0
11795,0022400158,1629630,1,1,Ja Morant,MEM,0.0,1610612763,2024-11-04,0
11804,0022400158,1630560,1,0,Cam Thomas,BKN,0.0,1610612751,2024-11-04,1
11813,0022400155,1629673,1,0,Jordan Poole,WAS,0.0,1610612764,2024-11-04,1
11823,0022400155,201939,1,1,Stephen Curry,GSW,0.0,1610612744,2024-11-04,0
11836,0022400168,1631110,1,1,Jeremy Sochan,SAS,0.0,1610612759,2024-11-04,0
11846,0022400168,1629611,1,0,Terance Mann,LAC,0.0,1610612746,2024-11-04,1
11856,0022400163,1629048,1,0,Goga Bitadze,ORL,0.0,1610612753,2024-11-04,0
11868,0022400163,1631114,1,1,Jalen Williams,OKC,0.0,1610612760,2024-11-04,1
11879,0022400157,1630700,1,0,Dyson Daniels,ATL,0.0,1610612737,2024-11-04,1
11889,0022400157,1628369,1,1,Jayson Tatum,BOS,0.0,1610612738,2024-11-04,0
11902,0022400167,1626162,1,0,Kelly Oubre Jr.,PHI,0.0,1610612755,2024-11-04,0
11912,0022400167,203078,1,1,Bradley Beal,PHX,0.0,1610612756,2024-11-04,1
11921,0022400161,1630578,1,0,Alperen Sengun,HOU,0.0,1610612745,2024-11-04,1
11930,0022400161,1628973,1,1,Jalen Brunson,NYK,0.0,1610612752,2024-11-04,0
11938,0022400166,1630558,1,1,Davion Mitchell,TOR,0.0,1610612761,2024-11-04,0
11948,0022400166,203999,1,0,Nikola Jokic,DEN,0.0,1610612743,2024-11-04,1
11958,0022400162,201959,1,1,Taj Gibson,CHA,0.0,1610612766,2024-11-04,0
11972,0022400162,201144,1,0,Mike Conley,MIN,0.0,1610612750,2024-11-04,1
11985,0022400156,202699,1,0,Tobias Harris,DET,1.0,1610612765,2024-11-04,1
11994,0022400160,202696,1,0,Nikola Vucevic,CHI,0.0,1610612741,2024-11-04,1
12004,0022400160,1641718,1,1,Keyonte George,UTA,0.0,1610612762,2024-11-04,0
12014,0022400151,1631093,1,1,Jaden Ivey,DET,0.0,1610612765,2024-11-03,0
12025,0022400151,1630560,1,0,Cam Thomas,BKN,0.0,1610612751,2024-11-03,1
