name,threesMade,over_under,DraftKings,FanDuel
Aaron Nesmith,0.5,Over,-800.0,-800.0
Aaron Nesmith,1.5,Over,-168.0,-156.0
Aaron Nesmith,1.5,Under,130.0,118.0
Aaron Nesmith,2.5,Over,170.0,200.0
Aaron Nesmith,3.5,Over,450.0,520.0
Aaron Nesmith,4.5,Over,1100.0,1300.0
Alexandre Sarr,0.5,Over,-450.0,
Alexandre Sarr,1.5,Over,-2.5,
Alexandre Sarr,1.5,Under,-130.0,
Alexandre Sarr,2.5,Over,285.0,
Alexandre Sarr,3.5,Over,800.0,
Alexandre Sarr,4.5,Over,2000.0,
Alperen Sengun,0.5,Over,207.5,
Alperen Sengun,0.5,Under,-280.0,
Alperen Sengun,1.5,Over,1400.0,
Amen Thompson,0.5,Over,170.0,
Amen Thompson,0.5,Under,-230.0,
Amen Thompson,1.5,Over,1000.0,
Andrew Nembhard,0.5,Over,-260.0,
Andrew Nembhard,1.5,Over,170.0,
Andrew Nembhard,1.5,Under,-230.0,
Andrew Nembhard,2.5,Over,550.0,
Andrew Nembhard,3.5,Over,1800.0,
Andrew Wiggins,0.5,Over,-1000.0,
Andrew Wiggins,1.5,Over,-215.0,
Andrew Wiggins,2.5,Over,137.5,
Andrew Wiggins,2.5,Under,-180.0,
Andrew Wiggins,3.5,Over,340.0,
Andrew Wiggins,4.5,Over,800.0,
Andrew Wiggins,5.5,Over,1900.0,
Anthony Black,0.5,Over,-135.0,
Anthony Black,1.5,Over,350.0,
Anthony Black,2.5,Over,1200.0,
Austin Reaves,0.5,Over,-1400.0,-1600.0
Austin Reaves,1.5,Over,-280.0,-265.0
Austin Reaves,2.5,Over,107.5,117.0
Austin Reaves,2.5,Under,-140.0,-154.0
Austin Reaves,3.5,Over,260.0,300.0
Austin Reaves,4.5,Over,650.0,700.0
Austin Reaves,5.5,Over,1500.0,1300.0
Austin Reaves,6.5,Over,,3000.0
Bam Adebayo,0.5,Over,-200.0,
Bam Adebayo,0.5,Under,150.0,
Bam Adebayo,1.5,Over,230.0,
Bam Adebayo,2.5,Over,800.0,
Bilal Coulibaly,0.5,Over,-340.0,
Bilal Coulibaly,1.5,Over,132.5,
Bilal Coulibaly,1.5,Under,-175.0,
Bilal Coulibaly,2.5,Over,400.0,
Bilal Coulibaly,3.5,Over,1200.0,
Brandin Podziemski,0.5,Over,-600.0,
Brandin Podziemski,1.5,Over,-132.5,
Brandin Podziemski,1.5,Under,100.0,
Brandin Podziemski,2.5,Over,225.0,
Brandin Podziemski,3.5,Over,600.0,
Brandin Podziemski,4.5,Over,1500.0,
Brook Lopez,0.5,Over,-475.0,-460.0
Brook Lopez,1.5,Over,-105.0,101.0
Brook Lopez,1.5,Under,-125.0,-132.0
Brook Lopez,2.5,Over,300.0,330.0
Brook Lopez,3.5,Over,800.0,870.0
Brook Lopez,4.5,Over,2200.0,
CJ McCollum,0.5,Over,-1800.0,-2500.0
CJ McCollum,1.5,Over,-350.0,-340.0
CJ McCollum,2.5,Over,-112.5,-111.5
CJ McCollum,2.5,Under,-120.0,-118.0
CJ McCollum,3.5,Over,220.0,230.0
CJ McCollum,4.5,Over,500.0,500.0
CJ McCollum,5.5,Over,1200.0,1060.0
CJ McCollum,6.5,Over,,1800.0
