name,threesMade,over_under,DraftKings,ESPN BET,FanDuel
Aaron Gordon,0.5,Over,-212.5,-200.0,
Aaron Gordon,0.5,Under,160.0,140.0,
Aaron Gordon,1.5,Over,205.0,210.0,
Aaron Gordon,1.5,Under,,-325.0,
Aaron Gordon,2.5,Over,700.0,800.0,
Aaron Gordon,2.5,Under,,-1400.0,
Aaron Gordon,3.5,Over,2200.0,,
Alexandre Sarr,0.5,Over,-380.0,-375.0,-320.0
Alexandre Sarr,0.5,Under,,225.0,230.0
Alexandre Sarr,1.5,Over,112.0,125.0,143.66666666666666
Alexandre Sarr,1.5,Under,-145.0,-170.0,-189.0
Alexandre Sarr,2.5,Over,340.0,375.0,480.0
Alexandre Sarr,2.5,Under,,-600.0,-750.0
Alexandre Sarr,3.5,Over,1000.0,,1200.0
Alexandre Sarr,3.5,Under,,,-4500.0
Alexandre Sarr,4.5,Over,2800.0,,
Alperen Sengun,0.5,Over,175.0,150.0,
Alperen Sengun,0.5,Under,,-215.0,
Alperen Sengun,1.5,Over,1100.0,900.0,
Alperen Sengun,1.5,Under,,-1600.0,
Amen Thompson,0.5,Over,145.0,140.0,
Amen Thompson,0.5,Under,,-200.0,
Amen Thompson,1.5,Over,850.0,900.0,
Amen Thompson,1.5,Under,,-1600.0,
Amir Coffey,0.5,Over,-310.0,-300.0,-335.0
Amir Coffey,0.5,Under,,200.0,240.0
Amir Coffey,1.5,Over,142.5,145.0,138.33333333333334
Amir Coffey,1.5,Under,-188.0,-210.0,-184.0
Amir Coffey,2.5,Over,450.0,450.0,460.0
Amir Coffey,2.5,Under,,-800.0,-700.0
Amir Coffey,3.5,Over,1400.0,,1200.0
Amir Coffey,3.5,Under,,,-4500.0
Andre Jackson Jr,0.5,Over,105.0,115.0,
Andre Jackson Jr,0.5,Under,,-150.0,
Andre Jackson Jr,1.5,Over,500.0,600.0,
Andre Jackson Jr,1.5,Under,,-1100.0,
Andre Jackson Jr,2.5,Over,2200.0,2500.0,
Andre Jackson Jr,2.5,Under,,-8000.0,
Anthony Davis,0.5,Over,-165.0,-170.0,
Anthony Davis,0.5,Under,124.0,125.0,
Anthony Davis,1.5,Over,280.0,240.0,
Anthony Davis,1.5,Under,,-400.0,
Anthony Davis,2.5,Over,1100.0,900.0,
Anthony Davis,2.5,Under,,-1600.0,
Anthony Edwards,0.5,Over,,,-12250.0
Anthony Edwards,1.5,Over,-800.0,,-975.0
Anthony Edwards,2.5,Over,-260.0,-225.0,-260.0
Anthony Edwards,2.5,Under,,160.0,194.0
Anthony Edwards,3.5,Over,-107.5,110.0,32.666666666666664
Anthony Edwards,3.5,Under,-125.0,-145.0,-129.0
Anthony Edwards,4.5,Over,205.0,225.0,220.0
Anthony Edwards,4.5,Under,,-375.0,-310.0
Anthony Edwards,5.5,Over,425.0,,500.0
Anthony Edwards,5.5,Under,,,-800.0
Anthony Edwards,6.5,Over,900.0,,950.0
Anthony Edwards,6.5,Under,,,-3000.0
Anthony Edwards,7.5,Over,2000.0,,2100.0
Ausar Thompson,0.5,Over,130.0,145.0,-230.0
Ausar Thompson,0.5,Under,,-210.0,
Ausar Thompson,1.5,Over,500.0,700.0,200.0
Ausar Thompson,1.5,Under,,-1200.0,
Ausar Thompson,2.5,Over,,,650.0
Austin Reaves,0.5,Over,-1400.0,,-1700.0
Austin Reaves,1.5,Over,-250.0,-285.0,-280.0
Austin Reaves,1.5,Under,,190.0,188.0
Austin Reaves,2.5,Over,122.0,100.0,109.33333333333333
Austin Reaves,2.5,Under,-160.0,-130.0,-142.0
Austin Reaves,3.5,Over,310.0,240.0,280.0
Austin Reaves,3.5,Under,,-400.0,-420.0
Austin Reaves,4.5,Over,750.0,,700.0
Austin Reaves,4.5,Under,,,-1450.0
Austin Reaves,5.5,Over,1800.0,,1400.0
Austin Reaves,5.5,Under,,,-5000.0
Ayo Dosunmu,0.5,Over,-380.0,-400.0,-330.0
Ayo Dosunmu,0.5,Under,,240.0,
Ayo Dosunmu,1.5,Over,117.5,110.0,133.5
Ayo Dosunmu,1.5,Under,-154.0,-145.0,-170.0
Ayo Dosunmu,2.5,Over,340.0,300.0,450.0
Ayo Dosunmu,2.5,Under,,-500.0,
Ayo Dosunmu,3.5,Over,950.0,,1100.0
Ayo Dosunmu,4.5,Over,2500.0,,
Bam Adebayo,0.5,Over,140.0,105.0,
Bam Adebayo,0.5,Under,-175.0,-140.0,
Bam Adebayo,1.5,Over,850.0,475.0,
Bam Adebayo,1.5,Under,,-900.0,
Bam Adebayo,2.5,Over,,2500.0,
Bam Adebayo,2.5,Under,,-8000.0,
Bilal Coulibaly,0.5,Over,-290.0,-250.0,
Bilal Coulibaly,0.5,Under,,175.0,
Bilal Coulibaly,1.5,Over,162.5,175.0,
Bilal Coulibaly,1.5,Under,-215.0,-250.0,
Bilal Coulibaly,2.5,Over,500.0,600.0,
Bilal Coulibaly,2.5,Under,,-1100.0,
Bilal Coulibaly,3.5,Over,1500.0,,
Bogdan Bogdanovic,0.5,Over,-1100.0,,-1550.0
