name,threesMade,over_under,DraftKings,ESPN BET,FanDuel
AJ Green,0.5,Over,,,-1200.0
AJ Green,1.5,Over,-230.0,-225.0,-230.0
AJ Green,1.5,Under,,160.0,174.0
AJ Green,2.5,Over,130.0,125.0,129.33333333333334
AJ Green,2.5,Under,-180.0,-170.0,-169.0
AJ Green,3.5,Over,300.0,300.0,330.0
AJ Green,3.5,Under,,-500.0,-470.0
AJ Green,4.5,Over,700.0,,700.0
AJ Green,4.5,Under,,,-1600.0
AJ Green,5.5,Under,,,-7000.0
Aaron Gordon,0.5,Over,-137.5,-120.0,
Aaron Gordon,0.5,Under,100.0,-110.0,
Aaron Gordon,1.5,Over,320.0,375.0,
Aaron Gordon,1.5,Under,,-600.0,
Aaron Gordon,2.5,Over,1300.0,1500.0,
Aaron Gordon,2.5,Under,,-5000.0,
Aaron Wiggins,0.5,Over,-290.0,-250.0,-280.0
Aaron Wiggins,0.5,Under,,175.0,
Aaron Wiggins,1.5,Over,135.0,160.0,161.0
Aaron Wiggins,1.5,Under,,-225.0,-210.0
Aaron Wiggins,2.5,Over,400.0,475.0,500.0
Aaron Wiggins,2.5,Under,,-900.0,
Aaron Wiggins,3.5,Over,1100.0,,1300.0
Alex Caruso,0.5,Over,-250.0,-240.0,
Alex Caruso,0.5,Under,,165.0,
Alex Caruso,1.5,Over,155.0,165.0,
Alex Caruso,1.5,Under,,-240.0,
Alex Caruso,2.5,Over,450.0,500.0,
Alex Caruso,2.5,Under,,-1000.0,
Alex Caruso,3.5,Over,1100.0,,
Andre Jackson Jr,0.5,Over,130.0,120.0,
Andre Jackson Jr,0.5,Under,,-160.0,
Andre Jackson Jr,1.5,Over,700.0,700.0,
Andre Jackson Jr,1.5,Under,,-1200.0,
Andrew Nembhard,0.5,Over,-285.0,-275.0,-285.0
Andrew Nembhard,0.5,Under,,185.0,210.0
Andrew Nembhard,1.5,Over,162.5,150.0,168.66666666666666
Andrew Nembhard,1.5,Under,-215.0,-215.0,-225.0
Andrew Nembhard,2.5,Over,500.0,475.0,550.0
Andrew Nembhard,2.5,Under,,-900.0,-1000.0
Andrew Nembhard,3.5,Over,,,1500.0
Andrew Nembhard,3.5,Under,,,-6000.0
Anfernee Simons,0.5,Over,,,-10000.0
Anfernee Simons,1.5,Over,,,-925.0
Anfernee Simons,2.5,Over,-230.0,-275.0,-255.0
Anfernee Simons,2.5,Under,,185.0,168.0
Anfernee Simons,3.5,Over,107.5,-110.0,103.66666666666667
Anfernee Simons,3.5,Under,-140.0,-120.0,-134.0
Anfernee Simons,4.5,Over,225.0,190.0,235.0
Anfernee Simons,4.5,Under,,-285.0,-330.0
Anfernee Simons,5.5,Over,475.0,,500.0
