name,threesMade,over_under,DraftKings,FanDuel
Alexandre Sarr,0.5,Over,-650.0,-620.0
Alexandre Sarr,1.5,Over,-132.5,-130.0
Alexandre Sarr,1.5,Under,100.0,100.0
Alexandre Sarr,2.5,Over,220.0,240.0
Alexandre Sarr,3.5,Over,600.0,600.0
Alexandre Sarr,4.5,Over,1600.0,
Alperen Sengun,0.5,Over,235.0,
Alperen Sengun,1.5,Over,1600.0,
Andrew Wiggins,0.5,Over,-1000.0,-1100.0
Andrew Wiggins,1.5,Over,-215.0,-205.0
Andrew Wiggins,2.5,Over,132.5,148.0
Andrew Wiggins,2.5,Under,-175.0,-200.0
Andrew Wiggins,3.5,Over,320.0,360.0
Andrew Wiggins,4.5,Over,750.0,800.0
Andrew Wiggins,5.5,Over,2000.0,1500.0
Anfernee Simons,1.5,Over,-1000.0,-1000.0
Anfernee Simons,2.5,Over,-310.0,-265.0
Anfernee Simons,3.5,Over,-127.5,-105.0
Anfernee Simons,3.5,Under,-105.0,-125.0
Anfernee Simons,4.5,Over,170.0,210.0
Anfernee Simons,5.5,Over,340.0,460.0
Anfernee Simons,6.5,Over,650.0,1000.0
Anfernee Simons,7.5,Over,1400.0,1700.0
Anthony Edwards,1.5,Over,-1000.0,-1100.0
Anthony Edwards,2.5,Over,-300.0,-310.0
Anthony Edwards,3.5,Over,-120.0,-113.5
Anthony Edwards,3.5,Under,-110.0,-114.0
Anthony Edwards,4.5,Over,175.0,200.0
Anthony Edwards,5.5,Over,360.0,420.0
Anthony Edwards,6.5,Over,750.0,870.0
Anthony Edwards,7.5,Over,1500.0,1500.0
Anthony Edwards,8.5,Over,,3500.0
Austin Reaves,0.5,Over,,-7000.0
Austin Reaves,1.5,Over,-600.0,-670.0
Austin Reaves,2.5,Over,-200.0,-194.0
Austin Reaves,3.5,Over,120.0,133.0
Austin Reaves,3.5,Under,,-178.0
Austin Reaves,4.5,Over,265.0,310.0
Austin Reaves,5.5,Over,550.0,630.0
Austin Reaves,6.5,Over,1200.0,1300.0
Austin Reaves,7.5,Over,2500.0,2200.0
Bam Adebayo,0.5,Over,-165.0,
Bam Adebayo,1.5,Over,290.0,
Bam Adebayo,2.5,Over,1000.0,
CJ McCollum,0.5,Over,,-3500.0
CJ McCollum,1.5,Over,-500.0,-440.0
CJ McCollum,2.5,Over,-157.0,-150.0
CJ McCollum,2.5,Under,120.0,114.0
CJ McCollum,3.5,Over,150.0,172.0
CJ McCollum,4.5,Over,360.0,380.0
CJ McCollum,5.5,Over,800.0,830.0
