name,threesMade,over_under,DraftKings,ESPN BET,FanDuel
Aaron Gordon,0.5,Over,-212.5,-200.0,
Aaron Gordon,0.5,Under,160.0,140.0,
Aaron Gordon,1.5,Over,210.0,,
Aaron Gordon,2.5,Over,750.0,,
Alex Caruso,0.5,Over,-240.0,-200.0,
Alex Caruso,0.5,Under,,140.0,
Alex Caruso,1.5,Over,170.0,,
Alex Caruso,2.5,Over,500.0,,
Alex Sarr,0.5,Over,-450.0,,-360.0
Alex Sarr,1.5,Over,107.5,100.0,120.0
Alex Sarr,1.5,Under,-140.0,-130.0,-154.0
Alex Sarr,2.5,Over,310.0,,380.0
Alex Sarr,3.5,Over,850.0,,950.0
Alperen Sengun,0.5,Over,150.0,140.0,
Alperen Sengun,0.5,Under,,-200.0,
Alperen Sengun,1.5,Over,900.0,,
Amen Thompson,0.5,Over,195.0,200.0,
Amen Thompson,0.5,Under,,-300.0,
Andre Jackson Jr,0.5,Over,100.0,100.0,
Andre Jackson Jr,0.5,Under,,-130.0,
Andre Jackson Jr,1.5,Over,475.0,,
Andrew Nembhard,0.5,Over,-185.0,-170.0,
Andrew Nembhard,0.5,Under,140.0,125.0,
Andrew Nembhard,1.5,Over,245.0,,
Andrew Nembhard,2.5,Over,850.0,,
Andrew Wiggins,0.5,Over,-650.0,,-700.0
Andrew Wiggins,1.5,Over,-142.5,-135.0,-147.5
Andrew Wiggins,1.5,Under,110.0,105.0,118.0
Andrew Wiggins,2.5,Over,200.0,,210.0
Andrew Wiggins,3.5,Over,500.0,,550.0
Andrew Wiggins,4.5,Over,1300.0,,1400.0
Anfernee Simons,0.5,Over,,,-3000.0
Anfernee Simons,1.5,Over,-575.0,,-550.0
Anfernee Simons,2.5,Over,-185.0,-170.0,-170.0
Anfernee Simons,2.5,Under,,125.0,
Anfernee Simons,3.5,Over,130.0,,144.5
Anfernee Simons,3.5,Under,-175.0,,-186.0
Anfernee Simons,4.5,Over,280.0,,310.0
Anfernee Simons,5.5,Over,600.0,,700.0
Anfernee Simons,6.5,Over,,,1400.0
Anfernee Simons,7.5,Over,,,3400.0
Anthony Davis,0.5,Over,-132.5,-135.0,
Anthony Davis,0.5,Under,100.0,105.0,
Anthony Davis,1.5,Over,360.0,,
Anthony Edwards,1.5,Over,,,-1100.0
Anthony Edwards,2.5,Over,-370.0,,-330.0
Anthony Edwards,3.5,Over,-142.5,-160.0,-136.5
Anthony Edwards,3.5,Under,110.0,120.0,108.0
Anthony Edwards,4.5,Over,150.0,,165.0
Anthony Edwards,5.5,Over,310.0,,360.0
Anthony Edwards,6.5,Over,600.0,,750.0
Anthony Edwards,7.5,Over,,,1500.0
Austin Reaves,0.5,Over,,,-1700.0
Austin Reaves,1.5,Over,-360.0,,-320.0
Austin Reaves,2.5,Over,-122.5,-130.0,-108.0
Austin Reaves,2.5,Under,-110.0,100.0,-115.0
Austin Reaves,3.5,Over,200.0,,240.0
Austin Reaves,4.5,Over,450.0,,600.0
Austin Reaves,5.5,Over,1000.0,,1200.0
Bam Adebayo,0.5,Over,-189.0,-170.0,
Bam Adebayo,0.5,Under,145.0,125.0,
Bam Adebayo,1.5,Over,250.0,,
Bam Adebayo,2.5,Over,950.0,,
Bennedict Mathurin,0.5,Over,-275.0,,-300.0
Bennedict Mathurin,1.5,Over,165.0,140.0,154.5
Bennedict Mathurin,1.5,Under,-220.0,-200.0,-200.0
Bennedict Mathurin,2.5,Over,550.0,,550.0
Bennedict Mathurin,3.5,Over,,,1500.0
Bilal Coulibaly,0.5,Over,-330.0,,-330.0
Bilal Coulibaly,1.5,Over,137.5,135.0,139.0
Bilal Coulibaly,1.5,Under,-180.0,-190.0,-178.0
Bilal Coulibaly,2.5,Over,450.0,,460.0
Bilal Coulibaly,3.5,Over,,,1200.0
Bradley Beal,0.5,Over,,,-1200.0
Bradley Beal,1.5,Over,-320.0,,-240.0
Bradley Beal,2.5,Over,-7.5,110.0,124.5
Bradley Beal,2.5,Under,-130.0,-140.0,-160.0
Bradley Beal,3.5,Over,230.0,,320.0
Bradley Beal,4.5,Over,550.0,,700.0
Bradley Beal,5.5,Over,1300.0,,
Brook Lopez,0.5,Over,-700.0,,
Brook Lopez,1.5,Over,-157.0,-140.0,
Brook Lopez,1.5,Under,120.0,110.0,
Brook Lopez,2.5,Over,180.0,,
Brook Lopez,3.5,Over,475.0,,
Brook Lopez,4.5,Over,1200.0,,
Cade Cunningham,0.5,Over,,,-1100.0
Cade Cunningham,1.5,Over,-245.0,,-220.0
Cade Cunningham,2.5,Over,117.5,125.0,130.0
Cade Cunningham,2.5,Under,-154.0,-170.0,-166.0
Cade Cunningham,3.5,Over,300.0,,350.0
Cade Cunningham,4.5,Over,700.0,,750.0
Caleb Martin,0.5,Over,,-240.0,
Caleb Martin,0.5,Under,,165.0,
Cameron Johnson,1.5,Over,,,-1100.0
Cameron Johnson,2.5,Over,-370.0,,-320.0
Cameron Johnson,3.5,Over,-150.0,-130.0,-131.0
Cameron Johnson,3.5,Under,114.0,100.0,104.0
