name,threesMade,over_under,DraftKings,ESPN BET,FanDuel
Aaron Gordon,0.5,Over,,-210.0,
Aaron Gordon,0.5,Under,,145.0,
Alex Caruso,0.5,Over,-165.0,-160.0,
Alex Caruso,0.5,Under,,120.0,
Alex Caruso,1.5,Over,275.0,,
Alex Caruso,2.5,Over,900.0,,
Alex Sarr,0.5,Over,-320.0,,
Alex Sarr,1.5,Over,142.5,135.0,
Alex Sarr,1.5,Under,-188.0,-190.0,
Alex Sarr,2.5,Over,475.0,,
Alperen Sengun,0.5,Over,170.0,150.0,
Alperen Sengun,0.5,Under,,-215.0,
Alperen Sengun,1.5,Over,1000.0,,
Amen Thompson,0.5,Over,220.0,,
Amir Coffey,0.5,Over,,,-370.0
Amir Coffey,1.5,Over,-220.0,,120.0
Amir Coffey,1.5,Under,,,-154.0
Amir Coffey,2.5,Over,130.0,,390.0
Amir Coffey,3.5,Over,320.0,,1100.0
Amir Coffey,4.5,Over,800.0,,
Andrew Nembhard,0.5,Over,-175.0,-180.0,
Andrew Nembhard,0.5,Under,,130.0,
Andrew Nembhard,1.5,Over,260.0,,
Andrew Nembhard,2.5,Over,900.0,,
Andrew Wiggins,0.5,Over,,,-600.0
Andrew Wiggins,1.5,Over,-165.0,-140.0,-131.0
Andrew Wiggins,1.5,Under,124.0,110.0,104.0
Andrew Wiggins,2.5,Over,175.0,,230.0
Andrew Wiggins,3.5,Over,450.0,,600.0
Andrew Wiggins,4.5,Over,1100.0,,
Anfernee Simons,0.5,Over,,,-4000.0
Anfernee Simons,1.5,Over,-500.0,,-490.0
Anfernee Simons,2.5,Over,-162.5,,-160.5
Anfernee Simons,2.5,Under,124.0,,130.0
Anfernee Simons,3.5,Over,135.0,125.0,150.0
Anfernee Simons,3.5,Under,,-170.0,
Anfernee Simons,4.5,Over,310.0,,340.0
Anfernee Simons,5.5,Over,650.0,,700.0
Anfernee Simons,6.5,Over,,,1700.0
Anthony Black,0.5,Over,-145.0,-120.0,
Anthony Black,0.5,Under,,-110.0,
Anthony Black,1.5,Over,310.0,,
Anthony Black,2.5,Over,1100.0,,
Anthony Davis,0.5,Over,-154.5,-170.0,
Anthony Davis,0.5,Under,120.0,125.0,
Anthony Davis,1.5,Over,300.0,,
Anthony Davis,2.5,Over,1200.0,,
Anthony Edwards,1.5,Over,,,-1050.0
Anthony Edwards,2.5,Over,-320.0,,-310.0
Anthony Edwards,3.5,Over,-122.5,-130.0,-126.5
Anthony Edwards,3.5,Under,-110.0,100.0,100.0
Anthony Edwards,4.5,Over,170.0,,185.0
Anthony Edwards,5.5,Over,360.0,,400.0
Anthony Edwards,6.5,Over,750.0,,850.0
Anthony Edwards,7.5,Over,,,1800.0
Austin Reaves,0.5,Over,,,-1300.0
Austin Reaves,1.5,Over,-260.0,,-260.0
Austin Reaves,2.5,Over,115.0,100.0,113.5
Austin Reaves,2.5,Under,-154.0,-130.0,-142.0
Austin Reaves,3.5,Over,275.0,,290.0
Austin Reaves,4.5,Over,650.0,,650.0
Ayo Dosunmu,0.5,Over,-475.0,,
Ayo Dosunmu,1.5,Over,-107.5,105.0,
Ayo Dosunmu,1.5,Under,-125.0,-135.0,
Ayo Dosunmu,2.5,Over,290.0,,
Ayo Dosunmu,3.5,Over,800.0,,
Bennedict Mathurin,0.5,Over,-320.0,,-330.0
Bennedict Mathurin,1.5,Over,137.5,130.0,140.0
Bennedict Mathurin,1.5,Under,-188.0,-180.0,-180.0
Bennedict Mathurin,2.5,Over,400.0,,460.0
Bennedict Mathurin,3.5,Over,1200.0,,1400.0
Bilal Coulibaly,0.5,Over,-425.0,,-380.0
Bilal Coulibaly,1.5,Over,107.5,120.0,120.0
Bilal Coulibaly,1.5,Under,-140.0,-160.0,-154.0
Bilal Coulibaly,2.5,Over,340.0,,410.0
Bilal Coulibaly,3.5,Over,950.0,,1200.0
Bogdan Bogdanovic,0.5,Over,,,-1250.0
Bogdan Bogdanovic,1.5,Over,-270.0,,-260.0
Bogdan Bogdanovic,2.5,Over,102.5,100.0,109.0
Bogdan Bogdanovic,2.5,Under,-135.0,-130.0,-138.0
Bogdan Bogdanovic,3.5,Over,235.0,,270.0
Bogdan Bogdanovic,4.5,Over,500.0,,600.0
Bogdan Bogdanovic,5.5,Over,1100.0,,
Bradley Beal,0.5,Over,,,-650.0
Bradley Beal,1.5,Over,-164.5,-130.0,-134.0
Bradley Beal,1.5,Under,120.0,100.0,108.0
Bradley Beal,2.5,Over,170.0,,230.0
Bradley Beal,3.5,Over,450.0,,600.0
Bradley Beal,4.5,Over,1100.0,,
Brandon Miller,3.5,Over,,-105.0,
Brandon Miller,3.5,Under,,-125.0,
Brice Sensabaugh,1.5,Over,,125.0,
Brice Sensabaugh,1.5,Under,,-170.0,
Buddy Hield,0.5,Over,,,-1400.0
Buddy Hield,1.5,Over,,,-290.0
Buddy Hield,2.5,Over,,,-1.0
Buddy Hield,2.5,Under,,,-125.0
Buddy Hield,3.5,Over,,,250.0
Buddy Hield,4.5,Over,,,600.0
Buddy Hield,5.5,Over,,,1400.0
CJ McCollum,0.5,Over,,,-4000.0
CJ McCollum,1.5,Over,-525.0,,-440.0
CJ McCollum,2.5,Over,-168.0,-170.0,-149.5
CJ McCollum,2.5,Under,130.0,125.0,120.0
CJ McCollum,3.5,Over,140.0,,175.0
CJ McCollum,4.5,Over,320.0,,390.0
CJ McCollum,5.5,Over,700.0,,900.0
CJ McCollum,6.5,Over,,,2000.0
Cade Cunningham,0.5,Over,,,-1250.0
Cade Cunningham,1.5,Over,-285.0,,-260.0
Cade Cunningham,2.5,Over,107.5,100.0,120.0
Cade Cunningham,2.5,Under,-140.0,-130.0,-154.0
Cade Cunningham,3.5,Over,255.0,,310.0
Cade Cunningham,4.5,Over,600.0,,750.0
Cameron Johnson,0.5,Over,,,-30000.0
Cameron Johnson,1.5,Over,,,-800.0
Cameron Johnson,2.5,Over,-290.0,,-240.0
Cameron Johnson,3.5,Over,-117.5,-115.0,103.5
Cameron Johnson,3.5,Under,-115.0,-115.0,-130.0
Cameron Johnson,4.5,Over,180.0,,230.0
Cameron Johnson,5.5,Over,370.0,,500.0
Cameron Johnson,6.5,Over,750.0,,1100.0
Cameron Johnson,7.5,Over,,,2400.0
Carlton Carrington,0.5,Over,-575.0,,-550.0
Carlton Carrington,1.5,Over,-130.0,,-111.5
Carlton Carrington,1.5,Under,,,-113.0
Carlton Carrington,2.5,Over,240.0,,280.0
Carlton Carrington,3.5,Over,600.0,,800.0
Chris Paul,0.5,Over,-500.0,,-440.0
Chris Paul,1.5,Over,-107.5,-105.0,100.0
Chris Paul,1.5,Under,-125.0,-125.0,-128.0
Chris Paul,2.5,Over,275.0,,330.0
Chris Paul,3.5,Over,700.0,,950.0
Christian Braun,0.5,Over,,-170.0,
Christian Braun,0.5,Under,,125.0,
Coby White,0.5,Over,,,-6000.0
Coby White,1.5,Over,-650.0,,-550.0
Coby White,2.5,Over,-190.0,,-180.0
Coby White,3.5,Over,127.5,130.0,134.5
Coby White,3.5,Under,-166.0,-180.0,-172.0
Coby White,4.5,Over,270.0,,310.0
Coby White,5.5,Over,550.0,,650.0
Coby White,6.5,Over,1200.0,,1400.0
Coby White,7.5,Over,,,3100.0
Collin Sexton,0.5,Over,-425.0,,-450.0
Collin Sexton,1.5,Over,107.5,100.0,100.0
Collin Sexton,1.5,Under,-140.0,-130.0,-128.0
Collin Sexton,2.5,Over,320.0,,320.0
Collin Sexton,3.5,Over,900.0,,900.0
Corey Kispert,0.5,Over,-700.0,,
Corey Kispert,1.5,Over,-160.0,-160.0,
Corey Kispert,1.5,Under,,120.0,
Corey Kispert,2.5,Over,175.0,,
Corey Kispert,3.5,Over,450.0,,
Corey Kispert,4.5,Over,1100.0,,
D'Angelo Russell,0.5,Over,-600.0,,-480.0
D'Angelo Russell,1.5,Over,-145.0,,-111.5
D'Angelo Russell,1.5,Under,,,-113.0
D'Angelo Russell,2.5,Over,190.0,,280.0
D'Angelo Russell,3.5,Over,425.0,,700.0
D'Angelo Russell,4.5,Over,1000.0,,
Dalton Knecht,0.5,Over,-320.0,,
Dalton Knecht,1.5,Over,120.0,,
Dalton Knecht,2.5,Over,320.0,,
Dalton Knecht,3.5,Over,750.0,,
De'Aaron Fox,0.5,Over,,,-1350.0
De'Aaron Fox,1.5,Over,-285.0,,-260.0
De'Aaron Fox,2.5,Over,102.5,100.0,113.5
De'Aaron Fox,2.5,Under,-135.0,-130.0,-142.0
De'Aaron Fox,3.5,Over,255.0,,290.0
De'Aaron Fox,4.5,Over,600.0,,700.0
De'Andre Hunter,0.5,Over,,,-1300.0
De'Andre Hunter,1.5,Over,-340.0,,-260.0
De'Andre Hunter,2.5,Over,-115.0,110.0,109.0
De'Andre Hunter,2.5,Under,-115.0,-140.0,-138.0
De'Andre Hunter,3.5,Over,190.0,,270.0
De'Andre Hunter,4.5,Over,425.0,,600.0
De'Andre Hunter,5.5,Over,900.0,,1500.0
DeMar DeRozan,0.5,Over,-145.0,-135.0,
DeMar DeRozan,0.5,Under,110.0,105.0,
DeMar DeRozan,1.5,Over,310.0,,
DeMar DeRozan,2.5,Over,1200.0,,
Dejounte Murray,0.5,Over,,,-650.0
Dejounte Murray,1.5,Over,-177.5,-160.0,-149.5
Dejounte Murray,1.5,Under,135.0,120.0,120.0
Dejounte Murray,2.5,Over,165.0,,210.0
Dejounte Murray,3.5,Over,400.0,,600.0
Dejounte Murray,4.5,Over,1000.0,,
Dennis Schroder,0.5,Over,,,-900.0
Dennis Schroder,1.5,Over,-220.0,-200.0,-190.0
Dennis Schroder,1.5,Under,,140.0,
Dennis Schroder,2.5,Over,130.0,,149.0
Dennis Schroder,2.5,Under,-175.0,,-194.0
Dennis Schroder,3.5,Over,310.0,,400.0
Dennis Schroder,4.5,Over,650.0,,1000.0
Derrick White,0.5,Over,,,-6000.0
Derrick White,1.5,Over,,,-650.0
