name,threesMade,over_under,DraftKings,ESPN BET,FanDuel
Aaron Wiggins,0.5,Over,-340.0,-450.0,-375.0
Aaron Wiggins,0.5,Under,,250.0,270.0
Aaron Wiggins,1.5,Over,127.5,110.0,123.0
Aaron Wiggins,1.5,Under,-166.0,-150.0,-159.0
Aaron Wiggins,2.5,Over,380.0,300.0,330.0
Aaron Wiggins,2.5,Under,,-600.0,-580.0
Aaron Wiggins,3.5,Over,1000.0,,950.0
Aaron Wiggins,3.5,Under,,,-3000.0
Amir Coffey,0.5,Over,-390.0,-500.0,-440.0
Amir Coffey,0.5,Under,,275.0,
Amir Coffey,1.5,Over,112.0,100.0,-104.5
Amir Coffey,1.5,Under,-145.0,-130.0,-122.0
Amir Coffey,2.5,Over,320.0,275.0,300.0
Amir Coffey,2.5,Under,,-500.0,
Amir Coffey,3.5,Over,900.0,,750.0
Andre Jackson Jr,0.5,Over,,115.0,
Andre Jackson Jr,0.5,Under,,-160.0,
Andre Jackson Jr,1.5,Over,,450.0,
Andre Jackson Jr,1.5,Under,,-1200.0,
Andre Jackson Jr,2.5,Over,,800.0,
Andre Jackson Jr,2.5,Under,,-10000.0,
Andrew Nembhard,0.5,Over,,-450.0,
Andrew Nembhard,0.5,Under,,250.0,
Andrew Nembhard,1.5,Over,120.5,110.0,
Andrew Nembhard,1.5,Under,-162.0,-160.0,
Andrew Nembhard,2.5,Over,370.0,280.0,
Andrew Nembhard,2.5,Under,,-550.0,
Anfernee Simons,1.5,Over,-900.0,,-850.0
Anfernee Simons,2.5,Over,-255.0,-280.0,-260.0
Anfernee Simons,2.5,Under,,180.0,
Anfernee Simons,3.5,Over,-2.5,-110.0,-108.0
Anfernee Simons,3.5,Under,-125.0,-120.0,-115.0
Anfernee Simons,4.5,Over,215.0,185.0,210.0
Anfernee Simons,4.5,Under,,-300.0,
Anfernee Simons,5.5,Over,450.0,,460.0
Anfernee Simons,6.5,Over,950.0,,850.0
Anfernee Simons,7.5,Over,,,2000.0
Ben Sheppard,0.5,Over,,-500.0,
Ben Sheppard,0.5,Under,,275.0,
Ben Sheppard,1.5,Over,0.0,-110.0,
Ben Sheppard,1.5,Under,-135.0,-130.0,
Ben Sheppard,2.5,Over,295.0,250.0,
Ben Sheppard,2.5,Under,,-450.0,
Bennedict Mathurin,0.5,Over,,-700.0,
Bennedict Mathurin,0.5,Under,,340.0,
Bennedict Mathurin,1.5,Over,-132.5,-130.0,-105.5
Bennedict Mathurin,1.5,Under,-105.0,-110.0,-125.0
Bennedict Mathurin,2.5,Over,225.0,200.0,310.0
Bennedict Mathurin,2.5,Under,,-325.0,
Bennedict Mathurin,3.5,Over,,,800.0
Bilal Coulibaly,0.5,Over,,-400.0,
Bilal Coulibaly,0.5,Under,,230.0,
Bilal Coulibaly,1.5,Over,,135.0,130.0
Bilal Coulibaly,1.5,Under,,-190.0,-174.0
Bilal Coulibaly,2.5,Over,,340.0,440.0
Bilal Coulibaly,2.5,Under,,-700.0,
Bilal Coulibaly,3.5,Over,,,1100.0
Bobby Portis,0.5,Over,-475.0,-425.0,-415.0
Bobby Portis,0.5,Under,,240.0,290.0
Bobby Portis,1.5,Over,-115.0,110.0,109.33333333333333
Bobby Portis,1.5,Under,,-150.0,-142.0
Bobby Portis,2.5,Over,245.0,280.0,350.0
Bobby Portis,2.5,Under,,-550.0,-500.0
Bobby Portis,3.5,Over,600.0,,850.0
Bobby Portis,3.5,Under,,,-2500.0
Brook Lopez,0.5,Over,,-900.0,-675.0
Brook Lopez,0.5,Under,,380.0,
Brook Lopez,1.5,Over,-157.5,-150.0,-132.66666666666666
Brook Lopez,1.5,Under,114.0,110.0,103.0
Brook Lopez,2.5,Over,175.0,190.0,235.0
Brook Lopez,2.5,Under,,-310.0,-330.0
Brook Lopez,3.5,Over,450.0,,650.0
Brook Lopez,3.5,Under,,,-1400.0
Brook Lopez,4.5,Over,1100.0,,
Brook Lopez,4.5,Under,,,-7000.0
Bruce Brown Jr,0.5,Over,130.0,145.0,
Bruce Brown Jr,0.5,Under,,-230.0,
Bruce Brown Jr,1.5,Over,650.0,525.0,
