name,threesMade,over_under,DraftKings,FanDuel
Aaron Nesmith,0.5,Over,-600.0,-720.0
Aaron Nesmith,1.5,Over,-132.5,-150.0
Aaron Nesmith,1.5,Under,100.0,114.0
Aaron Nesmith,2.5,Over,215.0,215.0
Aaron Nesmith,3.5,Over,550.0,560.0
Aaron Nesmith,4.5,Over,1500.0,1300.0
Amen Thompson,0.5,Over,170.0,
Amen Thompson,0.5,Under,-230.0,
Amen Thompson,1.5,Over,1000.0,
Andrew Nembhard,0.5,Over,-195.0,
Andrew Nembhard,1.5,Over,235.0,
Andrew Nembhard,2.5,Over,850.0,
Andrew Nembhard,3.5,Over,2500.0,
Austin Reaves,0.5,Over,,-2500.0
Austin Reaves,1.5,Over,-390.0,-350.0
Austin Reaves,2.5,Over,-127.5,-113.5
Austin Reaves,2.5,Under,-105.0,-114.0
Austin Reaves,3.5,Over,185.0,230.0
Austin Reaves,4.5,Over,425.0,500.0
Austin Reaves,5.5,Over,1000.0,1060.0
Austin Reaves,6.5,Over,2200.0,1800.0
Brandin Podziemski,0.5,Over,-525.0,-650.0
Brandin Podziemski,1.5,Over,-115.0,-137.0
Brandin Podziemski,1.5,Under,-115.0,104.0
Brandin Podziemski,2.5,Over,260.0,230.0
Brandin Podziemski,3.5,Over,700.0,600.0
Brandin Podziemski,4.5,Over,1900.0,1500.0
Bruce Brown Jr,0.5,Over,105.0,
Bruce Brown Jr,1.5,Over,600.0,
Buddy Hield,0.5,Over,-1200.0,
Buddy Hield,1.5,Over,-260.0,
Buddy Hield,2.5,Over,105.0,
Buddy Hield,3.5,Over,250.0,
Buddy Hield,4.5,Over,550.0,
Buddy Hield,5.5,Over,1300.0,
Buddy Hield,6.5,Over,2500.0,
CJ McCollum,0.5,Over,-2000.0,-2500.0
CJ McCollum,1.5,Over,-350.0,-330.0
CJ McCollum,2.5,Over,-117.5,-113.5
CJ McCollum,2.5,Under,-115.0,-114.0
CJ McCollum,3.5,Over,210.0,230.0
CJ McCollum,4.5,Over,475.0,550.0
CJ McCollum,5.5,Over,1100.0,1060.0
CJ McCollum,6.5,Over,2500.0,2000.0
Cam Thomas,0.5,Over,-1100.0,-1400.0
Cam Thomas,1.5,Over,-230.0,-230.0
Cam Thomas,2.5,Over,127.5,126.0
Cam Thomas,2.5,Under,-166.0,-166.0
Cam Thomas,3.5,Over,310.0,320.0
Cam Thomas,4.5,Over,700.0,700.0
Cam Thomas,5.5,Over,1600.0,1500.0
Cameron Johnson,0.5,Over,-1400.0,-1600.0
Cameron Johnson,1.5,Over,-285.0,-265.0
Cameron Johnson,2.5,Over,102.5,113.0
Cameron Johnson,2.5,Under,-135.0,-148.0
Cameron Johnson,3.5,Over,240.0,285.0
Cameron Johnson,4.5,Over,550.0,700.0
Cameron Johnson,5.5,Over,1300.0,1300.0
Cameron Johnson,6.5,Over,,2500.0
Caris LeVert,0.5,Over,-800.0,
Caris LeVert,1.5,Over,-170.5,
Caris LeVert,1.5,Under,130.0,
Caris LeVert,2.5,Over,160.0,
Caris LeVert,3.5,Over,400.0,
Caris LeVert,4.5,Over,950.0,
Caris LeVert,5.5,Over,2500.0,
Coby White,0.5,Over,,-5000.0
Coby White,1.5,Over,-550.0,-590.0
Coby White,2.5,Over,-177.5,-172.0
Coby White,2.5,Under,135.0,
Coby White,3.5,Over,135.0,141.0
Coby White,3.5,Under,,-188.0
Coby White,4.5,Over,300.0,320.0
Coby White,5.5,Over,650.0,680.0
Coby White,6.5,Over,1400.0,1300.0
Coby White,7.5,Over,,2500.0
Cole Anthony,0.5,Over,-290.0,
Cole Anthony,1.5,Over,147.5,
Cole Anthony,1.5,Under,-195.0,
Cole Anthony,2.5,Over,450.0,
Cole Anthony,3.5,Over,1300.0,
D'Angelo Russell,0.5,Over,-700.0,-720.0
D'Angelo Russell,1.5,Over,-150.0,-150.0
D'Angelo Russell,1.5,Under,114.0,114.0
D'Angelo Russell,2.5,Over,180.0,210.0
D'Angelo Russell,3.5,Over,450.0,520.0
D'Angelo Russell,4.5,Over,1000.0,1100.0
D'Angelo Russell,5.5,Over,2200.0,
Dalton Knecht,0.5,Over,-360.0,
Dalton Knecht,1.5,Over,112.0,
Dalton Knecht,1.5,Under,-145.0,
Dalton Knecht,2.5,Over,320.0,
Dalton Knecht,3.5,Over,800.0,
Dalton Knecht,4.5,Over,2000.0,
Dillon Brooks,0.5,Over,-1100.0,-1400.0
Dillon Brooks,1.5,Over,-240.0,-230.0
Dillon Brooks,2.5,Over,119.5,139.0
Dillon Brooks,2.5,Under,-160.0,-186.0
Dillon Brooks,3.5,Over,290.0,350.0
Dillon Brooks,4.5,Over,650.0,800.0
Dillon Brooks,5.5,Over,1400.0,1500.0
Dorian Finney-Smith,0.5,Over,-650.0,
Dorian Finney-Smith,1.5,Over,-137.5,
Dorian Finney-Smith,1.5,Under,105.0,
Dorian Finney-Smith,2.5,Over,210.0,
Dorian Finney-Smith,3.5,Over,550.0,
Dorian Finney-Smith,4.5,Over,1500.0,
Draymond Green,0.5,Over,-120.0,
Draymond Green,1.5,Over,425.0,
Draymond Green,2.5,Over,1700.0,
Dyson Daniels,0.5,Over,-142.5,
Dyson Daniels,0.5,Under,110.0,
Dyson Daniels,1.5,Over,330.0,
Dyson Daniels,2.5,Over,1300.0,
Franz Wagner,0.5,Over,-650.0,-720.0
Franz Wagner,1.5,Over,-137.5,-144.0
Franz Wagner,1.5,Under,105.0,110.0
Franz Wagner,2.5,Over,210.0,230.0
Franz Wagner,3.5,Over,550.0,600.0
Franz Wagner,4.5,Over,1400.0,1500.0
Gabe Vincent,0.5,Over,-575.0,
Gabe Vincent,1.5,Over,-125.0,
Gabe Vincent,1.5,Under,-115.0,
Gabe Vincent,2.5,Over,210.0,
Gabe Vincent,3.5,Over,500.0,
Gabe Vincent,4.5,Over,1300.0,
Georges Niang,0.5,Over,-1600.0,
Georges Niang,1.5,Over,-295.0,
