name,threesMade,over_under,DraftKings,ESPN BET,FanDuel
Aaron Wiggins,0.5,Over,-295.0,,
Aaron Wiggins,1.5,Over,142.5,160.0,
Aaron Wiggins,1.5,Under,-188.0,-225.0,
Aaron Wiggins,2.5,Over,450.0,,
Aaron Wiggins,3.5,Over,1200.0,,
Alex Caruso,0.5,Over,-191.5,-225.0,
Alex Caruso,0.5,Under,145.0,160.0,
Alex Caruso,1.5,Over,235.0,,
Alex Caruso,2.5,Over,750.0,,
Alexandre Sarr,0.5,Over,-475.0,,
Alexandre Sarr,1.5,Over,-2.5,110.0,
Alexandre Sarr,1.5,Under,-130.0,-160.0,
Alexandre Sarr,2.5,Over,270.0,,
Alexandre Sarr,3.5,Over,750.0,,
Alperen Sengun,0.5,Over,119.5,145.0,
Alperen Sengun,0.5,Under,-160.0,-210.0,
Alperen Sengun,1.5,Over,650.0,,
Amen Thompson,0.5,Over,-2.5,120.0,
Amen Thompson,0.5,Under,-130.0,-160.0,
Amen Thompson,1.5,Over,500.0,,
Amir Coffey,0.5,Over,-575.0,,-475.0
Amir Coffey,1.5,Over,-127.5,-115.0,-105.0
Amir Coffey,1.5,Under,-105.0,-115.0,-123.5
Amir Coffey,2.5,Over,225.0,,280.0
Amir Coffey,2.5,Under,,,-400.0
Amir Coffey,3.5,Over,550.0,,750.0
Amir Coffey,3.5,Under,,,-1450.0
Amir Coffey,4.5,Under,,,-8000.0
Andrew Nembhard,0.5,Over,-241.5,,-250.0
Andrew Nembhard,0.5,Under,180.0,,188.0
Andrew Nembhard,1.5,Over,185.0,165.0,193.0
Andrew Nembhard,1.5,Under,,-240.0,-260.0
Andrew Nembhard,2.5,Over,600.0,,650.0
Andrew Nembhard,2.5,Under,,,-1400.0
Andrew Nembhard,3.5,Under,,,-10000.0
Anfernee Simons,0.5,Over,,,-7500.0
Anfernee Simons,1.5,Over,,,-1000.0
Anfernee Simons,2.5,Over,-320.0,,-290.0
Anfernee Simons,2.5,Under,,,210.0
Anfernee Simons,3.5,Over,-122.5,-110.0,-112.33333333333333
Anfernee Simons,3.5,Under,-110.0,-120.0,-112.5
Anfernee Simons,4.5,Over,175.0,,194.5
Anfernee Simons,4.5,Under,,,-270.0
Anfernee Simons,5.5,Over,360.0,,400.0
Anfernee Simons,5.5,Under,,,-600.0
Anfernee Simons,6.5,Over,750.0,,750.0
Anfernee Simons,6.5,Under,,,-2000.0
Anfernee Simons,7.5,Over,,,1600.0
Ausar Thompson,0.5,Over,100.0,140.0,
Ausar Thompson,0.5,Under,,-200.0,
Ausar Thompson,1.5,Over,500.0,,
Bilal Coulibaly,0.5,Over,-260.0,,-275.0
Bilal Coulibaly,0.5,Under,,,205.0
Bilal Coulibaly,1.5,Over,170.0,145.0,170.0
Bilal Coulibaly,1.5,Under,-230.0,-210.0,-227.5
Bilal Coulibaly,2.5,Over,550.0,,550.0
Bilal Coulibaly,2.5,Under,,,-1000.0
Bilal Coulibaly,3.5,Over,,,1400.0
Bilal Coulibaly,3.5,Under,,,-5000.0
Cade Cunningham,0.5,Over,,,-1525.0
Cade Cunningham,1.5,Over,-245.0,,-260.0
Cade Cunningham,1.5,Under,,,194.0
Cade Cunningham,2.5,Over,122.0,115.0,123.0
Cade Cunningham,2.5,Under,-160.0,-150.0,-159.0
Cade Cunningham,3.5,Over,300.0,,310.0
Cade Cunningham,3.5,Under,,,-440.0
Cade Cunningham,4.5,Over,750.0,,700.0
Cade Cunningham,4.5,Under,,,-1600.0
Cade Cunningham,5.5,Under,,,-6000.0
Cam Whitmore,0.5,Over,-650.0,,-600.0
Cam Whitmore,1.5,Over,-137.5,-145.0,-128.33333333333334
Cam Whitmore,1.5,Under,100.0,100.0,100.0
Cam Whitmore,2.5,Over,200.0,,222.5
Cam Whitmore,2.5,Under,,,-320.0
Cam Whitmore,3.5,Over,475.0,,550.0
Cam Whitmore,3.5,Under,,,-1100.0
Cam Whitmore,4.5,Over,1200.0,,1300.0
Cam Whitmore,4.5,Under,,,-5000.0
Caris LeVert,0.5,Over,-310.0,,-325.0
Caris LeVert,0.5,Under,,,235.0
Caris LeVert,1.5,Over,140.0,145.0,138.0
Caris LeVert,1.5,Under,-188.0,-210.0,-180.0
Caris LeVert,2.5,Over,425.0,,470.0
Caris LeVert,2.5,Under,,,-700.0
Caris LeVert,3.5,Over,1200.0,,1100.0
Caris LeVert,3.5,Under,,,-4000.0
Carlton Carrington,0.5,Over,-575.0,,
Carlton Carrington,1.5,Over,-127.5,-125.0,
Carlton Carrington,1.5,Under,-105.0,-105.0,
Carlton Carrington,2.5,Over,230.0,,
Carlton Carrington,3.5,Over,600.0,,
Cason Wallace,0.5,Over,-320.0,,-400.0
Cason Wallace,0.5,Under,,,280.0
Cason Wallace,1.5,Over,142.5,125.0,127.33333333333333
Cason Wallace,1.5,Under,-188.0,-170.0,-165.0
Cason Wallace,2.5,Over,450.0,,440.0
Cason Wallace,2.5,Under,,,-670.0
Cason Wallace,3.5,Over,,,1100.0
Cason Wallace,3.5,Under,,,-3500.0
Corey Kispert,0.5,Over,-700.0,,-635.0
Corey Kispert,1.5,Over,-157.0,-160.0,-137.66666666666666
Corey Kispert,1.5,Under,120.0,120.0,107.0
Corey Kispert,2.5,Over,180.0,,220.0
Corey Kispert,2.5,Under,,,-310.0
Corey Kispert,3.5,Over,450.0,,550.0
Corey Kispert,3.5,Under,,,-1100.0
Corey Kispert,4.5,Over,1000.0,,1200.0
Corey Kispert,4.5,Under,,,-4500.0
Dalano Banton,0.5,Over,,,-295.0
Dalano Banton,0.5,Under,,,220.0
Dalano Banton,1.5,Over,,115.0,145.33333333333334
Dalano Banton,1.5,Under,,-150.0,-189.0
Dalano Banton,2.5,Over,,,460.0
Dalano Banton,2.5,Under,,,-700.0
Dalano Banton,3.5,Over,,,1100.0
Dalano Banton,3.5,Under,,,-3500.0
Darius Garland,0.5,Over,,,-2400.0
Darius Garland,1.5,Over,-400.0,,-370.0
Darius Garland,1.5,Under,,,265.0
Darius Garland,2.5,Over,-125.0,-125.0,-119.0
Darius Garland,2.5,Under,-115.0,-105.0,-107.0
Darius Garland,3.5,Over,175.0,,207.5
Darius Garland,3.5,Under,,,-290.0
Darius Garland,4.5,Over,400.0,,500.0
Darius Garland,4.5,Under,,,-800.0
Darius Garland,5.5,Over,900.0,,1000.0
Darius Garland,5.5,Under,,,-3500.0
Darius Garland,6.5,Over,,,2400.0
De'Aaron Fox,0.5,Over,,,-1225.0
De'Aaron Fox,1.5,Over,-220.0,,-217.5
De'Aaron Fox,1.5,Under,,,164.0
De'Aaron Fox,2.5,Over,135.0,135.0,147.33333333333334
De'Aaron Fox,2.5,Under,-180.0,-190.0,-193.0
De'Aaron Fox,3.5,Over,340.0,,400.0
De'Aaron Fox,3.5,Under,,,-600.0
De'Aaron Fox,4.5,Over,850.0,,850.0
De'Aaron Fox,4.5,Under,,,-2500.0
DeMar DeRozan,0.5,Over,-192.5,-225.0,
DeMar DeRozan,0.5,Under,150.0,160.0,
DeMar DeRozan,1.5,Over,250.0,,
DeMar DeRozan,2.5,Over,900.0,,
Dean Wade,0.5,Over,-475.0,,
Dean Wade,1.5,Over,4.5,110.0,
Dean Wade,1.5,Under,-145.0,-145.0,
Dean Wade,2.5,Over,270.0,,
Dean Wade,3.5,Over,750.0,,
Deandre Ayton,0.5,Over,310.0,260.0,
Deandre Ayton,0.5,Under,,-450.0,
Derrick Jones,0.5,Over,-265.0,-180.0,
Derrick Jones,0.5,Under,,130.0,
Derrick Jones,1.5,Over,170.0,,
Derrick Jones,2.5,Over,550.0,,
Devin Booker,0.5,Over,,,-4000.0
Devin Booker,1.5,Over,-650.0,,-600.0
Devin Booker,2.5,Over,-200.0,,-178.66666666666666
