name,threesMade,over_under,DraftKings,ESPN BET,FanDuel
Alex Sarr,0.5,Over,-340.0,-400.0,-360.0
Alex Sarr,0.5,Under,,230.0,
Alex Sarr,1.5,Over,125.0,120.0,124.5
Alex Sarr,1.5,Under,-166.0,-170.0,-158.0
Alex Sarr,2.5,Over,360.0,320.0,410.0
Alex Sarr,2.5,Under,,-600.0,
Alex Sarr,3.5,Over,1000.0,,1000.0
Alperen Sengun,0.5,Over,130.0,150.0,
Alperen Sengun,0.5,Under,,-240.0,
Alperen Sengun,1.5,Over,750.0,550.0,
Alperen Sengun,1.5,Under,,-2500.0,
Amen Thompson,0.5,Over,-125.0,-110.0,
Amen Thompson,0.5,Under,,-120.0,
Amen Thompson,1.5,Over,400.0,360.0,
Amen Thompson,1.5,Under,,-800.0,
Amen Thompson,2.5,Over,,750.0,
Amen Thompson,2.5,Under,,-5000.0,
Andrew Wiggins,0.5,Over,,,-1650.0
Andrew Wiggins,1.5,Over,-215.0,-240.0,-255.0
Andrew Wiggins,1.5,Under,,150.0,194.0
Andrew Wiggins,2.5,Over,142.5,135.0,123.66666666666667
Andrew Wiggins,2.5,Under,-188.0,-210.0,-161.0
Andrew Wiggins,3.5,Over,350.0,320.0,320.0
Andrew Wiggins,3.5,Under,,-600.0,-470.0
Andrew Wiggins,4.5,Over,850.0,,700.0
Andrew Wiggins,4.5,Under,,,-1600.0
Andrew Wiggins,5.5,Under,,,-7000.0
Anthony Davis,0.5,Over,-177.5,-200.0,
Anthony Davis,0.5,Under,135.0,130.0,
Anthony Davis,1.5,Over,265.0,230.0,
Anthony Davis,1.5,Under,,-400.0,
Anthony Davis,2.5,Over,950.0,550.0,
Anthony Davis,2.5,Under,,-2500.0,
Anthony Edwards,1.5,Over,,,-1225.0
Anthony Edwards,2.5,Over,-330.0,-350.0,-335.0
Anthony Edwards,2.5,Under,,210.0,240.0
Anthony Edwards,3.5,Over,-127.5,-130.0,-130.33333333333334
Anthony Edwards,3.5,Under,-105.0,100.0,102.0
Anthony Edwards,4.5,Over,170.0,165.0,179.0
