name,threesMade,over_under,DraftKings,FanDuel
Aaron Gordon,0.5,Over,-300.0,
Aaron Gordon,1.5,Over,165.0,
Aaron Gordon,1.5,Under,-220.0,
Aaron Gordon,2.5,Over,475.0,
Aaron Gordon,3.5,Over,1500.0,
Aaron Wiggins,0.5,Over,-1800.0,-2000.0
Aaron Wiggins,1.5,Over,-330.0,-295.0
Aaron Wiggins,2.5,Over,-5.0,103.0
Aaron Wiggins,2.5,Under,-130.0,-136.0
Aaron Wiggins,3.5,Over,225.0,280.0
Aaron Wiggins,4.5,Over,500.0,700.0
Aaron Wiggins,5.5,Over,1100.0,1300.0
Aaron Wiggins,6.5,Over,2500.0,2500.0
Alex Caruso,0.5,Over,-750.0,-950.0
Alex Caruso,1.5,Over,-165.0,-175.0
Alex Caruso,1.5,Under,124.0,132.0
Alex Caruso,2.5,Over,170.0,186.0
Alex Caruso,3.5,Over,425.0,470.0
Alex Caruso,4.5,Over,1000.0,1100.0
Alex Caruso,5.5,Over,2500.0,
Amir Coffey,0.5,Over,-260.0,
Amir Coffey,1.5,Over,167.5,
Amir Coffey,1.5,Under,-220.0,
Amir Coffey,2.5,Over,500.0,
Amir Coffey,3.5,Over,1500.0,
Andrew Wiggins,0.5,Over,,-770.0
Andrew Wiggins,1.5,Over,-154.0,-156.0
Andrew Wiggins,1.5,Under,120.0,116.0
Andrew Wiggins,2.5,Over,,210.0
Andrew Wiggins,3.5,Over,,560.0
Andrew Wiggins,4.5,Over,,1300.0
Anfernee Simons,0.5,Over,,-6000.0
Anfernee Simons,1.5,Over,-700.0,-770.0
Anfernee Simons,2.5,Over,-225.0,-225.0
Anfernee Simons,3.5,Over,107.5,111.0
Anfernee Simons,3.5,Under,-140.0,-146.0
Anfernee Simons,4.5,Over,230.0,250.0
Anfernee Simons,5.5,Over,475.0,520.0
Anfernee Simons,6.5,Over,1100.0,1000.0
Anfernee Simons,7.5,Over,2200.0,1700.0
Anthony Edwards,0.5,Over,,-50000.0
Anthony Edwards,1.5,Over,-1400.0,-2500.0
Anthony Edwards,2.5,Over,-400.0,-460.0
Anthony Edwards,3.5,Over,-160.0,-184.0
Anthony Edwards,3.5,Under,124.0,
Anthony Edwards,4.5,Over,135.0,122.5
Anthony Edwards,4.5,Under,,-160.0
Anthony Edwards,5.5,Over,275.0,250.0
Anthony Edwards,6.5,Over,550.0,500.0
Anthony Edwards,7.5,Over,1100.0,900.0
Anthony Edwards,8.5,Over,2200.0,1500.0
Bam Adebayo,0.5,Over,-154.5,
Bam Adebayo,0.5,Under,120.0,
Bam Adebayo,1.5,Over,300.0,
Bam Adebayo,2.5,Over,1200.0,
Bogdan Bogdanovic,0.5,Over,-1600.0,-2200.0
Bogdan Bogdanovic,1.5,Over,-300.0,-310.0
Bogdan Bogdanovic,2.5,Over,-2.5,-102.0
Bogdan Bogdanovic,2.5,Under,-130.0,-130.0
Bogdan Bogdanovic,3.5,Over,240.0,250.0
Bogdan Bogdanovic,4.5,Over,550.0,550.0
Bogdan Bogdanovic,5.5,Over,1300.0,1200.0
Bogdan Bogdanovic,6.5,Over,,2200.0
Bol Bol,0.5,Over,-360.0,-350.0
Bol Bol,1.5,Over,135.0,137.0
Bol Bol,1.5,Under,-180.0,-182.0
Bol Bol,2.5,Over,380.0,430.0
Bol Bol,3.5,Over,1100.0,1200.0
Bradley Beal,0.5,Over,-600.0,-620.0
Bradley Beal,1.5,Over,-132.5,-130.0
Bradley Beal,1.5,Under,100.0,100.0
Bradley Beal,2.5,Over,230.0,240.0
Bradley Beal,3.5,Over,600.0,630.0
Bradley Beal,4.5,Over,1700.0,
Cameron Payne,0.5,Over,-1000.0,-1200.0
Cameron Payne,1.5,Over,-197.5,-230.0
Cameron Payne,1.5,Under,150.0,
Cameron Payne,2.5,Over,140.0,126.0
Cameron Payne,2.5,Under,,-166.0
Cameron Payne,3.5,Over,360.0,330.0
Cameron Payne,4.5,Over,900.0,700.0
Cameron Payne,5.5,Over,2000.0,1500.0
Chet Holmgren,0.5,Over,-575.0,-480.0
Chet Holmgren,1.5,Over,-12.5,101.0
Chet Holmgren,1.5,Under,-130.0,-132.0
Chet Holmgren,2.5,Over,240.0,310.0
Chet Holmgren,3.5,Over,650.0,800.0
Chet Holmgren,4.5,Over,1800.0,
Chris Paul,0.5,Over,-600.0,-595.0
Chris Paul,1.5,Over,-132.5,-126.0
Chris Paul,1.5,Under,100.0,-104.0
Chris Paul,2.5,Over,220.0,237.5
Chris Paul,2.5,Under,,-340.0
Chris Paul,3.5,Over,550.0,680.0
Chris Paul,3.5,Under,,-1450.0
Chris Paul,4.5,Over,1400.0,
Chris Paul,4.5,Under,,-7000.0
Christian Braun,0.5,Over,-310.0,-310.0
Christian Braun,1.5,Over,149.5,163.0
Christian Braun,1.5,Under,-200.0,-220.0
Christian Braun,2.5,Over,475.0,520.0
Christian Braun,3.5,Over,1500.0,1400.0
Collin Sexton,0.5,Over,-500.0,-460.0
Collin Sexton,1.5,Over,-5.0,106.0
Collin Sexton,1.5,Under,-135.0,-136.0
Collin Sexton,2.5,Over,265.0,320.0
Collin Sexton,3.5,Over,650.0,870.0
Collin Sexton,4.5,Over,1900.0,
DaQuan Jeffries,0.5,Over,-140.0,
DaQuan Jeffries,1.5,Over,310.0,
DaQuan Jeffries,2.5,Over,1100.0,
Darius Garland,0.5,Over,,-3500.0
Darius Garland,1.5,Over,-425.0,-435.0
Darius Garland,1.5,Under,,290.0
Darius Garland,2.5,Over,-142.5,-126.66666666666667
Darius Garland,2.5,Under,110.0,-102.0
Darius Garland,3.5,Over,170.0,199.0
Darius Garland,3.5,Under,,-275.0
Darius Garland,4.5,Over,370.0,480.0
Darius Garland,5.5,Over,800.0,1000.0
Darius Garland,6.5,Over,1700.0,1700.0
Davion Mitchell,0.5,Over,,-290.0
Davion Mitchell,1.5,Over,160.0,163.0
Davion Mitchell,1.5,Under,-210.0,-220.0
Davion Mitchell,2.5,Over,,520.0
Davion Mitchell,3.5,Over,,1400.0
De'Aaron Fox,0.5,Over,-1400.0,-2000.0
De'Aaron Fox,1.5,Over,-280.0,-297.5
De'Aaron Fox,1.5,Under,,210.0
De'Aaron Fox,2.5,Over,102.5,106.66666666666667
De'Aaron Fox,2.5,Under,-135.0,-140.0
De'Aaron Fox,3.5,Over,260.0,275.0
De'Aaron Fox,3.5,Under,,-400.0
De'Aaron Fox,4.5,Over,600.0,700.0
De'Aaron Fox,4.5,Under,,-1400.0
De'Aaron Fox,5.5,Over,1400.0,1400.0
De'Aaron Fox,5.5,Under,,-6000.0
De'Aaron Fox,6.5,Over,,3000.0
De'Andre Hunter,0.5,Over,-800.0,-950.0
De'Andre Hunter,1.5,Over,-185.0,-174.66666666666666
De'Andre Hunter,1.5,Under,140.0,134.0
De'Andre Hunter,2.5,Over,145.0,175.0
De'Andre Hunter,2.5,Under,,-240.0
De'Andre Hunter,3.5,Over,370.0,470.0
De'Andre Hunter,4.5,Over,850.0,1000.0
De'Andre Hunter,5.5,Over,2000.0,
DeMar DeRozan,0.5,Over,-450.0,
DeMar DeRozan,1.5,Over,102.5,
DeMar DeRozan,1.5,Under,-135.0,
DeMar DeRozan,2.5,Over,295.0,
DeMar DeRozan,3.5,Over,850.0,
DeMar DeRozan,4.5,Over,2500.0,
Dean Wade,0.5,Over,-185.0,
Dean Wade,1.5,Over,215.0,
Dean Wade,2.5,Over,600.0,
Dean Wade,3.5,Over,1600.0,
Deni Avdija,0.5,Over,-500.0,
Deni Avdija,1.5,Over,-107.5,
Deni Avdija,1.5,Under,-125.0,
Deni Avdija,2.5,Over,280.0,
Deni Avdija,3.5,Over,800.0,
Deni Avdija,4.5,Over,2000.0,
Derrick Jones,0.5,Over,-185.0,
Derrick Jones,0.5,Under,140.0,
Derrick Jones,1.5,Over,240.0,
Derrick Jones,2.5,Over,850.0,
Derrick Jones,3.5,Over,2500.0,
Desmond Bane,0.5,Over,-1400.0,-2200.0
Desmond Bane,1.5,Over,-280.0,-330.0
Desmond Bane,2.5,Over,109.5,102.0
Desmond Bane,2.5,Under,-145.0,-130.0
Desmond Bane,3.5,Over,255.0,255.0
Desmond Bane,4.5,Over,600.0,650.0
Desmond Bane,5.5,Over,1500.0,1300.0
Desmond Bane,6.5,Over,,2500.0
Devin Booker,0.5,Over,,-3000.0
Devin Booker,1.5,Over,-380.0,-370.0
Devin Booker,2.5,Over,-122.5,-116.5
Devin Booker,2.5,Under,-110.0,-112.0
Devin Booker,3.5,Over,200.0,220.0
Devin Booker,4.5,Over,475.0,500.0
Devin Booker,5.5,Over,1100.0,1060.0
Devin Booker,6.5,Over,2200.0,1800.0
Devin Vassell,0.5,Over,-1600.0,-2200.0
Devin Vassell,1.5,Over,-320.0,-310.0
Devin Vassell,1.5,Under,,220.0
Devin Vassell,2.5,Over,-107.5,100.66666666666667
Devin Vassell,2.5,Under,-125.0,-132.0
Devin Vassell,3.5,Over,215.0,247.5
Devin Vassell,3.5,Under,,-350.0
Devin Vassell,4.5,Over,500.0,600.0
Devin Vassell,4.5,Under,,-1100.0
Devin Vassell,5.5,Over,1200.0,1200.0
Devin Vassell,5.5,Under,,-5000.0
Devin Vassell,6.5,Over,2800.0,3000.0
Donovan Clingan,0.5,Over,390.0,
