name,threesMade,over_under,DraftKings,FanDuel
Aaron Gordon,0.5,Over,-200.0,
Aaron Gordon,1.5,Over,275.0,
Aaron Gordon,2.5,Over,950.0,
Aaron Nesmith,0.5,Over,-525.0,-480.0
Aaron Nesmith,1.5,Over,-112.5,-102.0
Aaron Nesmith,1.5,Under,-125.0,-125.0
Aaron Nesmith,2.5,Over,245.0,310.0
Aaron Nesmith,3.5,Over,650.0,830.0
Aaron Nesmith,4.5,Over,1800.0,
Aaron Wiggins,0.5,Over,-600.0,-700.0
Aaron Wiggins,1.5,Over,-142.5,-150.0
Aaron Wiggins,1.5,Under,110.0,116.0
Aaron Wiggins,2.5,Over,200.0,205.0
Aaron Wiggins,2.5,Under,,-280.0
Aaron Wiggins,3.5,Over,475.0,520.0
Aaron Wiggins,3.5,Under,,-1000.0
Aaron Wiggins,4.5,Over,1200.0,1200.0
Aaron Wiggins,4.5,Under,,-4500.0
Al Horford,0.5,Over,,-950.0
Al Horford,1.5,Over,-180.0,-192.0
Al Horford,1.5,Under,140.0,
Al Horford,2.5,Over,,154.0
Al Horford,2.5,Under,,-200.0
Al Horford,3.5,Over,,390.0
Al Horford,4.5,Over,,850.0
Andrew Nembhard,0.5,Over,-190.0,
Andrew Nembhard,1.5,Over,240.0,
Andrew Nembhard,2.5,Over,850.0,
Andrew Wiggins,0.5,Over,-1000.0,-1400.0
Andrew Wiggins,1.5,Over,-205.0,-245.0
Andrew Wiggins,2.5,Over,145.0,132.0
Andrew Wiggins,2.5,Under,-195.0,-170.0
Andrew Wiggins,3.5,Over,370.0,340.0
Andrew Wiggins,4.5,Over,900.0,700.0
Andrew Wiggins,5.5,Over,2200.0,1500.0
Anfernee Simons,0.5,Over,,-5000.0
Anfernee Simons,1.5,Over,-700.0,-555.0
Anfernee Simons,2.5,Over,-225.0,-176.0
Anfernee Simons,2.5,Under,,135.0
Anfernee Simons,3.5,Over,117.0,148.0
Anfernee Simons,3.5,Under,-160.0,-200.0
Anfernee Simons,4.5,Over,240.0,330.0
Anfernee Simons,4.5,Under,,-470.0
Anfernee Simons,5.5,Over,500.0,680.0
Anfernee Simons,5.5,Under,,-1450.0
Anfernee Simons,6.5,Over,1100.0,1300.0
Anfernee Simons,7.5,Over,2500.0,3000.0
Austin Reaves,0.5,Over,,-2500.0
Austin Reaves,1.5,Over,-400.0,-370.0
Austin Reaves,2.5,Over,-127.5,-116.5
Austin Reaves,2.5,Under,-105.0,-112.0
Austin Reaves,3.5,Over,190.0,220.0
Austin Reaves,4.5,Over,425.0,500.0
Austin Reaves,5.5,Over,1000.0,1060.0
Austin Reaves,6.5,Over,2200.0,1700.0
Ayo Dosunmu,0.5,Over,-450.0,
Ayo Dosunmu,1.5,Over,100.0,
Ayo Dosunmu,1.5,Under,-130.0,
Ayo Dosunmu,2.5,Over,285.0,
Ayo Dosunmu,3.5,Over,800.0,
Ayo Dosunmu,4.5,Over,2000.0,
Bam Adebayo,0.5,Over,-125.0,
Bam Adebayo,1.5,Over,380.0,
Bam Adebayo,2.5,Over,1600.0,
Bol Bol,0.5,Over,-600.0,
Bol Bol,1.5,Over,-130.0,
Bol Bol,1.5,Under,-105.0,
Bol Bol,2.5,Over,225.0,
Bol Bol,3.5,Over,600.0,
