name,threesMade,over_under,DraftKings,FanDuel
AJ Green,0.5,Over,-1400.0,
AJ Green,1.5,Over,-285.0,
AJ Green,2.5,Over,102.5,
AJ Green,2.5,Under,-135.0,
AJ Green,3.5,Over,255.0,
AJ Green,4.5,Over,600.0,
AJ Green,5.5,Over,1400.0,
Aaron Nesmith,0.5,Over,-575.0,-590.0
Aaron Nesmith,1.5,Over,-127.5,-123.5
Aaron Nesmith,1.5,Under,-105.0,-106.0
Aaron Nesmith,2.5,Over,230.0,265.0
Aaron Nesmith,3.5,Over,600.0,680.0
Aaron Nesmith,4.5,Over,1600.0,
Alperen Sengun,0.5,Over,135.0,
Alperen Sengun,1.5,Over,800.0,
Amen Thompson,0.5,Over,165.0,
Amen Thompson,1.5,Over,1000.0,
Andrew Nembhard,0.5,Over,-240.0,
Andrew Nembhard,1.5,Over,195.0,
Andrew Nembhard,2.5,Over,650.0,
Andrew Nembhard,3.5,Over,2000.0,
Anthony Edwards,1.5,Over,-1200.0,-1600.0
Anthony Edwards,2.5,Over,-340.0,-350.0
Anthony Edwards,3.5,Over,-132.5,-137.0
Anthony Edwards,3.5,Under,100.0,104.0
Anthony Edwards,4.5,Over,165.0,175.0
Anthony Edwards,5.5,Over,330.0,360.0
Anthony Edwards,6.5,Over,700.0,750.0
Anthony Edwards,7.5,Over,1400.0,1300.0
Anthony Edwards,8.5,Over,,3000.0
Austin Reaves,0.5,Over,-2000.0,-4500.0
Austin Reaves,1.5,Over,-340.0,-480.0
Austin Reaves,2.5,Over,-115.0,-149.0
Austin Reaves,2.5,Under,-115.0,114.0
Austin Reaves,3.5,Over,210.0,172.0
Austin Reaves,4.5,Over,450.0,410.0
Austin Reaves,5.5,Over,1000.0,870.0
Austin Reaves,6.5,Over,2500.0,1500.0
Austin Reaves,7.5,Over,,3500.0
Ben Sheppard,0.5,Over,-370.0,
Ben Sheppard,1.5,Over,105.0,
Ben Sheppard,2.5,Over,380.0,
Ben Sheppard,3.5,Over,1000.0,
Bogdan Bogdanovic,2.5,Over,,-140.0
Bogdan Bogdanovic,2.5,Under,,106.0
Bol Bol,0.5,Over,-500.0,
Bol Bol,1.5,Over,-107.5,-102.0
Bol Bol,1.5,Under,-125.0,-130.0
Bol Bol,2.5,Over,270.0,
Bol Bol,3.5,Over,750.0,
Bol Bol,4.5,Over,2000.0,
Bradley Beal,0.5,Over,-700.0,
Bradley Beal,1.5,Over,-150.0,
Bradley Beal,1.5,Under,114.0,
Bradley Beal,2.5,Over,200.0,
Bradley Beal,3.5,Over,500.0,
Bradley Beal,4.5,Over,1400.0,
Brandin Podziemski,0.5,Over,-650.0,-670.0
Brandin Podziemski,1.5,Over,-140.0,-137.0
Brandin Podziemski,1.5,Under,105.0,104.0
Brandin Podziemski,2.5,Over,200.0,230.0
Brandin Podziemski,3.5,Over,550.0,600.0
Brandin Podziemski,4.5,Over,1400.0,1400.0
Brook Lopez,0.5,Over,-900.0,-800.0
Brook Lopez,1.5,Over,-167.5,-161.0
Brook Lopez,1.5,Under,124.0,122.0
Brook Lopez,2.5,Over,170.0,200.0
Brook Lopez,3.5,Over,425.0,500.0
Brook Lopez,4.5,Over,1100.0,1200.0
Brook Lopez,5.5,Over,2800.0,
CJ McCollum,0.5,Over,,-3500.0
CJ McCollum,1.5,Over,-425.0,-410.0
CJ McCollum,2.5,Over,-137.5,-137.0
CJ McCollum,2.5,Under,105.0,104.0
CJ McCollum,3.5,Over,170.0,164.0
CJ McCollum,4.5,Over,380.0,380.0
CJ McCollum,5.5,Over,900.0,750.0
CJ McCollum,6.5,Over,,1500.0
CJ McCollum,7.5,Over,,3500.0
Cam Thomas,0.5,Over,-900.0,-950.0
Cam Thomas,1.5,Over,-191.5,-175.0
Cam Thomas,1.5,Under,145.0,132.0
Cam Thomas,2.5,Over,150.0,180.0
Cam Thomas,3.5,Over,370.0,450.0
Cam Thomas,4.5,Over,850.0,1000.0
Cam Thomas,5.5,Over,1900.0,
Cameron Johnson,0.5,Over,-1600.0,-1800.0
Cameron Johnson,1.5,Over,-295.0,-280.0
Cameron Johnson,2.5,Over,0.0,111.0
Cameron Johnson,2.5,Under,-135.0,-146.0
Cameron Johnson,3.5,Over,235.0,285.0
Cameron Johnson,4.5,Over,500.0,700.0
Cameron Johnson,5.5,Over,1200.0,1400.0
Cameron Johnson,6.5,Over,,3000.0
Chris Paul,0.5,Over,-550.0,-560.0
Chris Paul,1.5,Over,-117.5,-113.5
Chris Paul,1.5,Under,-115.0,-114.0
Chris Paul,2.5,Over,245.0,285.0
Chris Paul,3.5,Over,650.0,750.0
Chris Paul,4.5,Over,1700.0,
Coby White,0.5,Over,,-4500.0
Coby White,1.5,Over,-575.0,-520.0
Coby White,2.5,Over,-190.0,-180.0
Coby White,2.5,Under,,136.0
Coby White,3.5,Over,125.0,144.0
Coby White,3.5,Under,-166.0,
Coby White,4.5,Over,270.0,320.0
Coby White,5.5,Over,550.0,630.0
Coby White,6.5,Over,1100.0,1200.0
Coby White,7.5,Over,2500.0,2000.0
Cole Anthony,0.5,Over,-275.0,-330.0
Cole Anthony,0.5,Under,,230.0
Cole Anthony,1.5,Over,160.0,146.0
Cole Anthony,1.5,Under,-215.0,-198.0
Cole Anthony,2.5,Over,500.0,480.0
Cole Anthony,2.5,Under,,-850.0
Cole Anthony,3.5,Over,1400.0,1300.0
Cole Anthony,3.5,Under,,-5000.0
D'Angelo Russell,0.5,Over,-900.0,-850.0
D'Angelo Russell,1.5,Over,-215.0,-175.0
D'Angelo Russell,1.5,Under,,132.0
D'Angelo Russell,2.5,Over,137.5,180.0
D'Angelo Russell,2.5,Under,-180.0,
D'Angelo Russell,3.5,Over,330.0,440.0
D'Angelo Russell,4.5,Over,750.0,1000.0
D'Angelo Russell,5.5,Over,1700.0,
Damian Lillard,0.5,Over,,-10000.0
Damian Lillard,1.5,Over,-1100.0,-1400.0
Damian Lillard,2.5,Over,-320.0,-340.0
Damian Lillard,3.5,Over,-132.5,-134.0
Damian Lillard,3.5,Under,100.0,102.0
Damian Lillard,4.5,Over,160.0,170.0
Damian Lillard,5.5,Over,340.0,350.0
Damian Lillard,6.5,Over,650.0,750.0
Damian Lillard,7.5,Over,1400.0,1300.0
Damian Lillard,8.5,Over,,2500.0
Darius Garland,0.5,Over,-1800.0,-4000.0
Darius Garland,1.5,Over,-330.0,-430.0
Darius Garland,2.5,Over,-110.0,-130.0
Darius Garland,2.5,Under,-120.0,100.0
Darius Garland,3.5,Over,215.0,200.0
Darius Garland,4.5,Over,475.0,460.0
Darius Garland,5.5,Over,1000.0,900.0
Darius Garland,6.5,Over,2200.0,1700.0
Darius Garland,7.5,Over,,3500.0
De'Aaron Fox,0.5,Over,-1200.0,-1600.0
De'Aaron Fox,1.5,Over,-240.0,-245.0
De'Aaron Fox,2.5,Over,122.0,137.0
De'Aaron Fox,2.5,Under,-160.0,-182.0
De'Aaron Fox,3.5,Over,300.0,340.0
De'Aaron Fox,4.5,Over,750.0,750.0
De'Aaron Fox,5.5,Over,1800.0,1500.0
De'Andre Hunter,0.5,Over,-1100.0,-1800.0
De'Andre Hunter,1.5,Over,-220.0,-265.0
De'Andre Hunter,2.5,Over,130.0,115.0
De'Andre Hunter,2.5,Under,-175.0,-152.0
De'Andre Hunter,3.5,Over,310.0,300.0
De'Andre Hunter,4.5,Over,700.0,750.0
De'Andre Hunter,5.5,Over,1600.0,1400.0
Dean Wade,0.5,Over,-360.0,
Dean Wade,1.5,Over,122.0,
Dean Wade,1.5,Under,-160.0,
Dean Wade,2.5,Over,360.0,
Dean Wade,3.5,Over,950.0,
Dean Wade,4.5,Over,2500.0,
Devin Booker,0.5,Over,-1800.0,
Devin Booker,1.5,Over,-320.0,
Devin Booker,2.5,Over,-107.5,-118.0
Devin Booker,2.5,Under,-125.0,-114.0
Devin Booker,3.5,Over,230.0,
Devin Booker,4.5,Over,600.0,
Devin Booker,5.5,Over,1300.0,
Devin Vassell,0.5,Over,-1000.0,-1400.0
Devin Vassell,1.5,Over,-205.0,-230.0
Devin Vassell,2.5,Over,142.5,141.0
Devin Vassell,2.5,Under,-188.0,-188.0
Devin Vassell,3.5,Over,360.0,360.0
Devin Vassell,4.5,Over,900.0,850.0
Devin Vassell,5.5,Over,2200.0,
Dillon Brooks,0.5,Over,-1100.0,-1100.0
Dillon Brooks,1.5,Over,-210.0,-194.0
Dillon Brooks,2.5,Over,137.5,160.0
Dillon Brooks,2.5,Under,-180.0,-215.0
Dillon Brooks,3.5,Over,340.0,400.0
Dillon Brooks,4.5,Over,850.0,900.0
Dillon Brooks,5.5,Over,2000.0,
Donovan Mitchell,0.5,Over,,-7000.0
Donovan Mitchell,1.5,Over,-550.0,-850.0
Donovan Mitchell,2.5,Over,-190.0,-245.0
Donovan Mitchell,3.5,Over,130.0,105.0
Donovan Mitchell,3.5,Under,-175.0,-138.0
Donovan Mitchell,4.5,Over,265.0,240.0
Donovan Mitchell,5.5,Over,550.0,500.0
Donovan Mitchell,6.5,Over,1100.0,1000.0
Donovan Mitchell,7.5,Over,2500.0,1700.0
Donovan Mitchell,8.5,Over,,3500.0
Dorian Finney-Smith,0.5,Over,-650.0,-800.0
Dorian Finney-Smith,1.5,Over,-137.5,-156.0
Dorian Finney-Smith,1.5,Under,105.0,118.0
Dorian Finney-Smith,2.5,Over,215.0,210.0
