name,threesMade,over_under,DraftKings,FanDuel
AJ Green,0.5,Over,-1000.0,
AJ Green,1.5,Over,-197.5,
AJ Green,1.5,Under,150.0,
AJ Green,2.5,Over,145.0,
AJ Green,3.5,Over,380.0,
AJ Green,4.5,Over,950.0,
AJ Green,5.5,Over,2200.0,
Aaron Gordon,0.5,Over,-230.0,
Aaron Gordon,1.5,Over,195.0,
Aaron Gordon,2.5,Over,650.0,
Aaron Gordon,3.5,Over,2200.0,
Anthony Edwards,1.5,Over,-900.0,-1000.0
Anthony Edwards,2.5,Over,-295.0,-290.0
Anthony Edwards,3.5,Over,-122.5,-116.5
Anthony Edwards,3.5,Under,-110.0,-112.0
Anthony Edwards,4.5,Over,180.0,200.0
Anthony Edwards,5.5,Over,360.0,400.0
Anthony Edwards,6.5,Over,750.0,830.0
Anthony Edwards,7.5,Over,1600.0,1500.0
Anthony Edwards,8.5,Over,,3000.0
Austin Reaves,0.5,Over,-1600.0,-1800.0
Austin Reaves,1.5,Over,-300.0,-280.0
Austin Reaves,2.5,Over,102.5,111.0
Austin Reaves,2.5,Under,-135.0,-146.0
Austin Reaves,3.5,Over,260.0,285.0
Austin Reaves,4.5,Over,600.0,700.0
Austin Reaves,5.5,Over,1400.0,1400.0
Austin Reaves,6.5,Over,,3000.0
Bradley Beal,0.5,Over,-750.0,-620.0
Bradley Beal,1.5,Over,-145.0,-129.0
Bradley Beal,1.5,Under,105.0,-102.0
Bradley Beal,2.5,Over,190.0,255.0
Bradley Beal,3.5,Over,500.0,680.0
Bradley Beal,4.5,Over,1300.0,
Brandin Podziemski,0.5,Over,-650.0,-520.0
Brandin Podziemski,1.5,Over,-137.5,-107.0
Brandin Podziemski,1.5,Under,105.0,-122.0
Brandin Podziemski,2.5,Over,220.0,300.0
Brandin Podziemski,3.5,Over,550.0,830.0
Brandin Podziemski,4.5,Over,1500.0,
Brook Lopez,0.5,Over,-750.0,-800.0
Brook Lopez,1.5,Over,-154.5,-161.0
Brook Lopez,1.5,Under,120.0,122.0
Brook Lopez,2.5,Over,190.0,196.0
Brook Lopez,3.5,Over,500.0,480.0
Brook Lopez,4.5,Over,1300.0,1200.0
Buddy Hield,0.5,Over,-1000.0,-1200.0
Buddy Hield,1.5,Over,-230.0,-220.0
Buddy Hield,2.5,Over,119.5,137.0
Buddy Hield,2.5,Under,-160.0,-182.0
Buddy Hield,3.5,Over,280.0,340.0
Buddy Hield,4.5,Over,650.0,700.0
Buddy Hield,5.5,Over,1400.0,1500.0
Buddy Hield,6.5,Over,,3000.0
CJ McCollum,0.5,Over,,-3500.0
CJ McCollum,1.5,Over,-425.0,-430.0
CJ McCollum,2.5,Over,-132.5,-135.0
CJ McCollum,2.5,Under,100.0,104.0
CJ McCollum,3.5,Over,180.0,190.0
CJ McCollum,4.5,Over,400.0,430.0
CJ McCollum,5.5,Over,900.0,870.0
CJ McCollum,6.5,Over,2000.0,1500.0
CJ McCollum,7.5,Over,,3500.0
Christian Braun,0.5,Over,-195.0,
Christian Braun,1.5,Over,245.0,
Christian Braun,2.5,Over,850.0,
Cole Anthony,0.5,Over,-227.5,-290.0
Cole Anthony,0.5,Under,170.0,
Cole Anthony,1.5,Over,180.0,164.0
Cole Anthony,1.5,Under,,-225.0
Cole Anthony,2.5,Over,550.0,520.0
Cole Anthony,3.5,Over,1600.0,1300.0
Damian Lillard,1.5,Over,-900.0,-850.0
Damian Lillard,2.5,Over,-270.0,-265.0
Damian Lillard,3.5,Over,-110.0,-105.0
Damian Lillard,3.5,Under,-120.0,-125.0
Damian Lillard,4.5,Over,195.0,210.0
Damian Lillard,5.5,Over,425.0,420.0
Damian Lillard,6.5,Over,850.0,830.0
Damian Lillard,7.5,Over,1800.0,1400.0
Damian Lillard,8.5,Over,,2500.0
Devin Booker,0.5,Over,-2000.0,-2500.0
Devin Booker,1.5,Over,-340.0,-350.0
Devin Booker,2.5,Over,-112.5,-109.0
Devin Booker,2.5,Under,-120.0,-120.0
