name,threesMade,over_under,DraftKings,ESPN BET,FanDuel
AJ Green,0.5,Over,-550.0,,
AJ Green,1.5,Over,-135.0,-140.0,
AJ Green,1.5,Under,,105.0,
AJ Green,2.5,Over,200.0,,
AJ Green,3.5,Over,500.0,,
AJ Green,4.5,Over,1100.0,,
AJ Green,5.5,Over,2500.0,,
Al Horford,0.5,Over,-310.0,,
Al Horford,1.5,Over,135.0,130.0,
Al Horford,1.5,Under,-180.0,-180.0,
Al Horford,2.5,Over,425.0,,
Al Horford,3.5,Over,1200.0,,
Amir Coffey,0.5,Over,,,-575.0
Amir Coffey,1.5,Over,-120.0,-120.0,-112.33333333333333
Amir Coffey,1.5,Under,-110.0,-110.0,-113.5
Amir Coffey,2.5,Over,,,280.0
Amir Coffey,2.5,Under,,,-400.0
Amir Coffey,3.5,Over,,,650.0
Amir Coffey,3.5,Under,,,-1600.0
Amir Coffey,4.5,Under,,,-8000.0
Andre Jackson Jr,0.5,Over,-130.0,115.0,
Andre Jackson Jr,0.5,Under,,-150.0,
Andre Jackson Jr,1.5,Over,340.0,,
Andre Jackson Jr,2.5,Over,1200.0,,
Ausar Thompson,0.5,Over,175.0,,
Ausar Thompson,1.5,Over,1100.0,,
Ayo Dosunmu,0.5,Over,-900.0,,-675.0
Ayo Dosunmu,1.5,Over,-170.5,-170.0,-132.66666666666666
Ayo Dosunmu,1.5,Under,130.0,125.0,103.0
Ayo Dosunmu,2.5,Over,175.0,,227.5
Ayo Dosunmu,2.5,Under,,,-320.0
Ayo Dosunmu,3.5,Over,475.0,,600.0
Ayo Dosunmu,3.5,Under,,,-1100.0
Ayo Dosunmu,4.5,Over,1200.0,,1400.0
Ayo Dosunmu,4.5,Under,,,-5000.0
Brook Lopez,0.5,Over,-700.0,,-750.0
Brook Lopez,1.5,Over,-155.0,-170.0,-166.0
Brook Lopez,1.5,Under,124.0,125.0,126.0
Brook Lopez,2.5,Over,195.0,,195.0
Brook Lopez,3.5,Over,500.0,,550.0
Brook Lopez,4.5,Over,1300.0,,1200.0
Cade Cunningham,0.5,Over,-1400.0,,-1650.0
Cade Cunningham,1.5,Over,-265.0,,-262.5
Cade Cunningham,1.5,Under,,,198.0
Cade Cunningham,2.5,Over,112.0,105.0,118.0
Cade Cunningham,2.5,Under,-145.0,-140.0,-152.0
Cade Cunningham,3.5,Over,275.0,,300.0
Cade Cunningham,3.5,Under,,,-440.0
Cade Cunningham,4.5,Over,650.0,,700.0
Cade Cunningham,4.5,Under,,,-1600.0
Cade Cunningham,5.5,Over,1500.0,,
Cade Cunningham,5.5,Under,,,-7000.0
Coby White,0.5,Over,,,-2750.0
Coby White,1.5,Over,-575.0,,-420.0
Coby White,2.5,Over,-190.0,-160.0,-139.66666666666666
Coby White,2.5,Under,,120.0,109.0
Coby White,3.5,Over,130.0,,183.5
Coby White,3.5,Under,-175.0,,-250.0
Coby White,4.5,Over,280.0,,430.0
Coby White,4.5,Under,,,-670.0
Coby White,5.5,Over,600.0,,850.0
Coby White,5.5,Under,,,-2200.0
Coby White,6.5,Over,1300.0,,1800.0
Damian Lillard,1.5,Over,-1100.0,,-750.0
Damian Lillard,2.5,Over,-320.0,,-230.0
Damian Lillard,3.5,Over,-122.5,-105.0,105.5
Damian Lillard,3.5,Under,-115.0,-125.0,-136.0
Damian Lillard,4.5,Over,170.0,,240.0
Damian Lillard,5.5,Over,340.0,,500.0
Damian Lillard,6.5,Over,700.0,,1000.0
Damian Lillard,7.5,Over,1400.0,,2400.0
Darius Garland,0.5,Over,,,-2700.0
Darius Garland,1.5,Over,-425.0,,-430.0
Darius Garland,2.5,Over,-142.5,-130.0,-136.0
Darius Garland,2.5,Under,110.0,100.0,107.0
Darius Garland,3.5,Over,160.0,,189.0
Darius Garland,3.5,Under,,,-260.0
Darius Garland,4.5,Over,370.0,,440.0
Darius Garland,4.5,Under,,,-670.0
Darius Garland,5.5,Over,750.0,,900.0
Darius Garland,5.5,Under,,,-3000.0
Darius Garland,6.5,Over,1600.0,,2000.0
Derrick Jones,0.5,Over,-270.0,,
Derrick Jones,1.5,Over,172.5,175.0,
Derrick Jones,1.5,Under,-230.0,-250.0,
Derrick Jones,2.5,Over,550.0,,
Derrick Jones,3.5,Over,1900.0,,
Derrick White,0.5,Over,,,-2750.0
Derrick White,1.5,Over,-400.0,,-400.0
Derrick White,1.5,Under,,,280.0
Derrick White,2.5,Over,-135.0,-145.0,-128.33333333333334
Derrick White,2.5,Under,100.0,110.0,100.0
Derrick White,3.5,Over,180.0,,205.0
Derrick White,3.5,Under,,,-280.0
Derrick White,4.5,Over,400.0,,500.0
Derrick White,4.5,Under,,,-850.0
Derrick White,5.5,Over,950.0,,1000.0
Derrick White,5.5,Under,,,-3500.0
Derrick White,6.5,Over,2000.0,,2800.0
Desmond Bane,0.5,Over,-1600.0,,-1800.0
Desmond Bane,1.5,Over,-295.0,,-320.0
Desmond Bane,2.5,Over,2.5,105.0,-113.0
Desmond Bane,2.5,Under,-140.0,-140.0,-115.0
Desmond Bane,3.5,Over,235.0,,190.0
Desmond Bane,4.5,Over,550.0,,410.0
Desmond Bane,5.5,Over,1200.0,,750.0
Desmond Bane,6.5,Over,,,2600.0
Donovan Mitchell,0.5,Over,,,-6000.0
Donovan Mitchell,1.5,Over,-700.0,,-800.0
Donovan Mitchell,2.5,Over,-230.0,,-230.0
Donovan Mitchell,2.5,Under,,,174.0
Donovan Mitchell,3.5,Over,107.5,115.0,112.33333333333333
Donovan Mitchell,3.5,Under,-140.0,-150.0,-144.0
Donovan Mitchell,4.5,Over,225.0,,255.0
Donovan Mitchell,4.5,Under,,,-360.0
Donovan Mitchell,5.5,Over,450.0,,550.0
Donovan Mitchell,5.5,Under,,,-1000.0
Donovan Mitchell,6.5,Over,950.0,,1100.0
Donovan Mitchell,6.5,Under,,,-3500.0
Donovan Mitchell,7.5,Over,1800.0,,2600.0
Eric Gordon,0.5,Over,-900.0,,-975.0
Eric Gordon,1.5,Over,-191.5,-190.0,-184.33333333333334
Eric Gordon,1.5,Under,145.0,135.0,143.0
Eric Gordon,2.5,Over,145.0,,167.0
Eric Gordon,2.5,Under,,,-225.0
Eric Gordon,3.5,Over,360.0,,450.0
Eric Gordon,3.5,Under,,,-700.0
Eric Gordon,4.5,Over,800.0,,1000.0
Eric Gordon,4.5,Under,,,-3500.0
Eric Gordon,5.5,Over,2000.0,,
Evan Mobley,0.5,Over,-185.0,-210.0,
Evan Mobley,0.5,Under,140.0,145.0,
Evan Mobley,1.5,Over,240.0,,
Evan Mobley,2.5,Over,850.0,,
Gary Trent Jr,0.5,Over,-1100.0,,-950.0
Gary Trent Jr,1.5,Over,-230.0,,-195.0
Gary Trent Jr,2.5,Over,117.5,120.0,139.0
Gary Trent Jr,2.5,Under,-154.0,-160.0,-178.0
Gary Trent Jr,3.5,Over,275.0,,340.0
Gary Trent Jr,4.5,Over,600.0,,750.0
Gary Trent Jr,5.5,Over,1300.0,,
Gary Trent Jr,6.5,Over,2500.0,,
Georges Niang,0.5,Over,-475.0,,-600.0
Georges Niang,1.5,Over,-117.5,,-133.0
Georges Niang,1.5,Under,-115.0,,106.0
Georges Niang,2.5,Over,230.0,,220.0
Georges Niang,3.5,Over,550.0,,550.0
Georges Niang,4.5,Over,1300.0,,1200.0
Gradey Dick,0.5,Over,-800.0,,-825.0
Gradey Dick,1.5,Over,-180.0,-150.0,-168.0
Gradey Dick,1.5,Under,135.0,115.0,131.0
Gradey Dick,2.5,Over,150.0,,179.0
Gradey Dick,2.5,Under,,,-245.0
Gradey Dick,3.5,Over,370.0,,470.0
Gradey Dick,3.5,Under,,,-750.0
Gradey Dick,4.5,Over,900.0,,1000.0
Gradey Dick,4.5,Under,,,-3500.0
Gradey Dick,5.5,Over,2200.0,,
Guerschon Yabusele,0.5,Over,-575.0,,-575.0
Guerschon Yabusele,1.5,Over,-120.0,-115.0,-114.33333333333333
Guerschon Yabusele,1.5,Under,-115.0,-115.0,-113.5
Guerschon Yabusele,2.5,Over,225.0,,275.0
Guerschon Yabusele,2.5,Under,,,-400.0
Guerschon Yabusele,3.5,Over,600.0,,700.0
Guerschon Yabusele,3.5,Under,,,-1600.0
Guerschon Yabusele,4.5,Over,1600.0,,
Guerschon Yabusele,4.5,Under,,,-8000.0
Immanuel Quickley,0.5,Over,-650.0,,-725.0
Immanuel Quickley,1.5,Over,-147.5,-140.0,-157.33333333333334
Immanuel Quickley,1.5,Under,114.0,105.0,123.0
Immanuel Quickley,2.5,Over,180.0,,183.5
Immanuel Quickley,2.5,Under,,,-250.0
Immanuel Quickley,3.5,Over,425.0,,480.0
Immanuel Quickley,3.5,Under,,,-750.0
Immanuel Quickley,4.5,Over,1000.0,,1000.0
Immanuel Quickley,4.5,Under,,,-3000.0
Immanuel Quickley,5.5,Over,2200.0,,
Isaiah Stewart II,0.5,Over,220.0,300.0,
Isaiah Stewart II,0.5,Under,,-500.0,
Isaiah Stewart II,1.5,Over,1200.0,,
James Harden,0.5,Over,,,-3450.0
James Harden,1.5,Over,-525.0,,-465.0
James Harden,2.5,Over,-160.0,-140.0,-152.33333333333334
James Harden,2.5,Under,114.0,105.0,119.0
James Harden,3.5,Over,140.0,,169.0
James Harden,3.5,Under,,,-230.0
James Harden,4.5,Over,320.0,,410.0
James Harden,4.5,Under,,,-600.0
James Harden,5.5,Over,700.0,,800.0
James Harden,5.5,Under,,,-2200.0
James Harden,6.5,Over,1500.0,,1900.0
Jaren Jackson Jr,0.5,Over,-700.0,,-650.0
Jaren Jackson Jr,1.5,Over,-150.0,-140.0,-146.0
Jaren Jackson Jr,1.5,Under,114.0,105.0,112.0
Jaren Jackson Jr,2.5,Over,195.0,,220.0
Jaren Jackson Jr,3.5,Over,500.0,,600.0
Jaren Jackson Jr,4.5,Over,1200.0,,1300.0
Jaylen Brown,0.5,Over,-650.0,,-635.0
Jaylen Brown,1.5,Over,-140.0,-130.0,-124.33333333333333
Jaylen Brown,1.5,Under,105.0,100.0,-103.0
Jaylen Brown,2.5,Over,205.0,,265.0
Jaylen Brown,2.5,Under,,,-380.0
Jaylen Brown,3.5,Over,550.0,,750.0
Jaylen Brown,3.5,Under,,,-1450.0
Jaylen Brown,4.5,Over,1600.0,,
Jaylen Brown,4.5,Under,,,-8000.0
