name,threesMade,over_under,DraftKings,ESPN BET,FanDuel
Aaron Gordon,0.5,Over,-168.0,-160.0,
Aaron Gordon,0.5,Under,130.0,120.0,
Aaron Gordon,1.5,Over,275.0,250.0,
Aaron Gordon,1.5,Under,,-425.0,
Aaron Gordon,2.5,Over,950.0,1000.0,
Aaron Gordon,2.5,Under,,-2000.0,
Aaron Wiggins,0.5,Over,-205.0,-240.0,-220.0
Aaron Wiggins,0.5,Under,154.0,165.0,
Aaron Wiggins,1.5,Over,195.0,175.0,195.0
Aaron Wiggins,1.5,Under,,-250.0,
Aaron Wiggins,2.5,Over,650.0,500.0,650.0
Aaron Wiggins,2.5,Under,,-1000.0,
Aaron Wiggins,3.5,Over,1900.0,,
Alex Caruso,0.5,Over,-185.0,-225.0,
Alex Caruso,0.5,Under,140.0,160.0,
Alex Caruso,1.5,Over,225.0,180.0,
Alex Caruso,1.5,Under,,-260.0,
Alex Caruso,2.5,Over,750.0,600.0,
Alex Caruso,2.5,Under,,-1100.0,
Alex Caruso,3.5,Over,2200.0,,
Amir Coffey,0.5,Over,,-375.0,-375.0
Amir Coffey,0.5,Under,,225.0,270.0
Amir Coffey,1.5,Over,,125.0,123.66666666666667
Amir Coffey,1.5,Under,,-170.0,-161.0
Amir Coffey,2.5,Over,,375.0,390.0
Amir Coffey,2.5,Under,,-600.0,-580.0
Amir Coffey,3.5,Over,,,950.0
Amir Coffey,3.5,Under,,,-3000.0
Andrew Wiggins,0.5,Over,-900.0,,-900.0
Andrew Wiggins,1.5,Over,-191.5,-170.0,-168.0
Andrew Wiggins,1.5,Under,145.0,125.0,131.0
Andrew Wiggins,2.5,Over,150.0,160.0,179.0
Andrew Wiggins,2.5,Under,,-225.0,-245.0
Andrew Wiggins,3.5,Over,390.0,400.0,490.0
Andrew Wiggins,3.5,Under,,-650.0,-750.0
Andrew Wiggins,4.5,Over,950.0,,1000.0
Andrew Wiggins,4.5,Under,,,-3500.0
Andrew Wiggins,5.5,Over,2000.0,,
Anthony Edwards,0.5,Over,,,-12500.0
Anthony Edwards,1.5,Over,-1000.0,,-1075.0
Anthony Edwards,2.5,Over,-295.0,-260.0,-290.0
Anthony Edwards,2.5,Under,,180.0,210.0
Anthony Edwards,3.5,Over,-117.5,-110.0,-114.33333333333333
Anthony Edwards,3.5,Under,-115.0,-120.0,-111.5
Anthony Edwards,4.5,Over,175.0,185.0,199.0
Anthony Edwards,4.5,Under,,-275.0,-275.0
Anthony Edwards,5.5,Over,370.0,,420.0
Anthony Edwards,5.5,Under,,,-650.0
Anthony Edwards,6.5,Over,750.0,,800.0
Anthony Edwards,6.5,Under,,,-2000.0
Anthony Edwards,7.5,Over,1500.0,,1700.0
Ausar Thompson,0.5,Over,120.0,135.0,
Ausar Thompson,0.5,Under,,-190.0,
Ausar Thompson,1.5,Over,650.0,600.0,
Ausar Thompson,1.5,Under,,-1100.0,
Ayo Dosunmu,0.5,Over,-525.0,-550.0,-515.0
Ayo Dosunmu,0.5,Under,,325.0,
Ayo Dosunmu,1.5,Over,-112.5,-120.0,-105.0
Ayo Dosunmu,1.5,Under,-120.0,-110.0,-121.0
Ayo Dosunmu,2.5,Over,260.0,225.0,300.0
Ayo Dosunmu,2.5,Under,,-375.0,-440.0
Ayo Dosunmu,3.5,Over,700.0,,800.0
Ayo Dosunmu,3.5,Under,,,-2000.0
Ayo Dosunmu,4.5,Over,1900.0,,
Ayo Dosunmu,4.5,Under,,,-20000.0
Bam Adebayo,0.5,Over,157.0,135.0,
Bam Adebayo,0.5,Under,-200.0,-190.0,
Bam Adebayo,1.5,Over,950.0,1000.0,
Bam Adebayo,1.5,Under,,-2000.0,
Bilal Coulibaly,0.5,Over,-320.0,-300.0,-295.0
Bilal Coulibaly,0.5,Under,,200.0,220.0
Bilal Coulibaly,1.5,Over,145.0,145.0,157.33333333333334
Bilal Coulibaly,1.5,Under,-210.0,-210.0,-207.5
Bilal Coulibaly,2.5,Over,450.0,450.0,550.0
Bilal Coulibaly,2.5,Under,,-800.0,-1000.0
Bilal Coulibaly,3.5,Over,1400.0,,1500.0
Bilal Coulibaly,3.5,Under,,,-5000.0
Bradley Beal,0.5,Over,-525.0,-425.0,-430.0
Bradley Beal,0.5,Under,,250.0,
Bradley Beal,1.5,Over,-117.5,105.0,108.0
Bradley Beal,1.5,Under,-115.0,-140.0,-139.0
Bradley Beal,2.5,Over,260.0,300.0,350.0
Bradley Beal,2.5,Under,,-500.0,-500.0
Bradley Beal,3.5,Over,700.0,,900.0
Bradley Beal,3.5,Under,,,-3000.0
Bradley Beal,4.5,Over,1800.0,,
Bradley Beal,4.5,Under,,,-20000.0
Bruce Brown Jr,0.5,Over,-207.5,-190.0,
Bruce Brown Jr,0.5,Under,150.0,135.0,
Bruce Brown Jr,1.5,Over,200.0,225.0,
Bruce Brown Jr,1.5,Under,,-375.0,
Bruce Brown Jr,2.5,Over,700.0,1000.0,
Bruce Brown Jr,2.5,Under,,-2000.0,
Bruce Brown Jr,3.5,Over,2200.0,,
Buddy Hield,0.5,Over,-1100.0,,-1275.0
Buddy Hield,1.5,Over,-230.0,-190.0,-250.0
Buddy Hield,1.5,Under,,135.0,188.0
Buddy Hield,2.5,Over,117.5,140.0,120.0
Buddy Hield,2.5,Under,-154.0,-200.0,-157.0
Buddy Hield,3.5,Over,280.0,350.0,285.0
Buddy Hield,3.5,Under,,-575.0,-420.0
Buddy Hield,4.5,Over,600.0,,700.0
Buddy Hield,4.5,Under,,,-1450.0
Buddy Hield,5.5,Over,1300.0,,1400.0
Buddy Hield,5.5,Under,,,-5000.0
CJ McCollum,0.5,Over,,,-2700.0
CJ McCollum,1.5,Over,-500.0,-475.0,-415.0
CJ McCollum,1.5,Under,,275.0,290.0
CJ McCollum,2.5,Over,-152.5,-150.0,-127.66666666666667
CJ McCollum,2.5,Under,110.0,115.0,-1.0
CJ McCollum,3.5,Over,150.0,145.0,183.5
CJ McCollum,3.5,Under,,-210.0,-270.0
CJ McCollum,4.5,Over,330.0,,470.0
CJ McCollum,4.5,Under,,,-750.0
CJ McCollum,5.5,Over,750.0,,950.0
CJ McCollum,5.5,Under,,,-3000.0
CJ McCollum,6.5,Over,1600.0,,2100.0
Cade Cunningham,0.5,Over,-900.0,,-850.0
Cade Cunningham,1.5,Over,-187.5,-160.0,-161.66666666666666
Cade Cunningham,1.5,Under,140.0,120.0,126.0
Cade Cunningham,2.5,Over,155.0,175.0,191.5
