name,threesMade,over_under,DraftKings,FanDuel
Aaron Nesmith,0.5,Over,-1000.0,-770.0
Aaron Nesmith,1.5,Over,-194.0,-159.0
Aaron Nesmith,1.5,Under,145.0,120.0
Aaron Nesmith,2.5,Over,150.0,200.0
Aaron Nesmith,3.5,Over,390.0,520.0
Aaron Nesmith,4.5,Over,950.0,1200.0
Aaron Nesmith,5.5,Over,2200.0,
Aaron Wiggins,0.5,Over,-450.0,
Aaron Wiggins,1.5,Over,-107.5,
Aaron Wiggins,1.5,Under,-125.0,
Aaron Wiggins,2.5,Over,260.0,
Aaron Wiggins,3.5,Over,650.0,
Aaron Wiggins,4.5,Over,1600.0,
Al Horford,0.5,Over,-1000.0,
Al Horford,1.5,Over,-210.0,
Al Horford,2.5,Over,142.5,
Al Horford,2.5,Under,-188.0,
Al Horford,3.5,Over,360.0,
Al Horford,4.5,Over,850.0,
Al Horford,5.5,Over,2000.0,
Alex Caruso,0.5,Over,-245.0,
Alex Caruso,1.5,Over,170.0,
Alex Caruso,1.5,Under,-230.0,
Alex Caruso,2.5,Over,500.0,
Alex Caruso,3.5,Over,1400.0,
Alexandre Sarr,0.5,Over,-525.0,-520.0
Alexandre Sarr,1.5,Over,-117.5,-107.0
Alexandre Sarr,1.5,Under,-115.0,-122.0
Alexandre Sarr,2.5,Over,250.0,285.0
Alexandre Sarr,3.5,Over,650.0,800.0
Alexandre Sarr,4.5,Over,1800.0,
Andrew Wiggins,0.5,Over,-1600.0,-2000.0
Andrew Wiggins,1.5,Over,-340.0,-295.0
Andrew Wiggins,2.5,Over,-112.5,106.0
Andrew Wiggins,2.5,Under,-120.0,-138.0
Andrew Wiggins,3.5,Over,215.0,280.0
Andrew Wiggins,4.5,Over,475.0,650.0
Andrew Wiggins,5.5,Over,1000.0,1200.0
Andrew Wiggins,6.5,Over,2200.0,2500.0
Anfernee Simons,0.5,Over,,-5000.0
Anfernee Simons,1.5,Over,-700.0,-590.0
Anfernee Simons,2.5,Over,-215.0,-188.0
Anfernee Simons,3.5,Over,112.0,131.0
Anfernee Simons,3.5,Under,-145.0,-174.0
Anfernee Simons,4.5,Over,255.0,300.0
Anfernee Simons,5.5,Over,550.0,600.0
Anfernee Simons,6.5,Over,1100.0,1100.0
Anfernee Simons,7.5,Over,2200.0,2000.0
Austin Reaves,0.5,Over,,-2500.0
Austin Reaves,1.5,Over,-370.0,-340.0
Austin Reaves,2.5,Over,-122.5,-107.0
Austin Reaves,2.5,Under,-110.0,-122.0
Austin Reaves,3.5,Over,210.0,240.0
Austin Reaves,4.5,Over,475.0,550.0
Austin Reaves,5.5,Over,1100.0,1200.0
Austin Reaves,6.5,Over,2800.0,2500.0
Bam Adebayo,0.5,Over,-220.0,
Bam Adebayo,0.5,Under,165.0,
Bam Adebayo,1.5,Over,210.0,
Bam Adebayo,2.5,Over,700.0,
Bam Adebayo,3.5,Over,2500.0,
Bilal Coulibaly,0.5,Over,-340.0,
Bilal Coulibaly,1.5,Over,132.5,
Bilal Coulibaly,1.5,Under,-175.0,
Bilal Coulibaly,2.5,Over,425.0,
Bilal Coulibaly,3.5,Over,1300.0,
Bol Bol,0.5,Over,-225.0,
Bol Bol,1.5,Over,195.0,
Bol Bol,2.5,Over,600.0,
Bol Bol,3.5,Over,2000.0,
Bradley Beal,0.5,Over,-750.0,-720.0
Bradley Beal,1.5,Over,-154.5,-143.0
Bradley Beal,1.5,Under,120.0,108.0
Bradley Beal,2.5,Over,195.0,230.0
Bradley Beal,3.5,Over,500.0,560.0
Bradley Beal,4.5,Over,1400.0,1400.0
Cameron Johnson,0.5,Over,,-3500.0
Cameron Johnson,1.5,Over,-425.0,-430.0
Cameron Johnson,2.5,Over,-140.0,-142.0
Cameron Johnson,2.5,Under,105.0,108.0
Cameron Johnson,3.5,Over,170.0,180.0
Cameron Johnson,4.5,Over,400.0,400.0
Cameron Johnson,5.5,Over,850.0,870.0
Cameron Johnson,6.5,Over,1900.0,1500.0
Cameron Johnson,7.5,Over,,3500.0
Cameron Payne,0.5,Over,-225.0,
Cameron Payne,0.5,Under,170.0,
Cameron Payne,1.5,Over,180.0,
Cameron Payne,2.5,Over,550.0,
Cameron Payne,3.5,Over,1500.0,
Carlton Carrington,0.5,Over,-900.0,-770.0
Carlton Carrington,1.5,Over,-170.5,-151.0
Carlton Carrington,1.5,Under,130.0,116.0
Carlton Carrington,2.5,Over,170.0,210.0
Carlton Carrington,3.5,Over,450.0,560.0
Carlton Carrington,4.5,Over,1100.0,1400.0
Cason Wallace,0.5,Over,-360.0,
Cason Wallace,1.5,Over,119.5,
Cason Wallace,1.5,Under,-160.0,
Cason Wallace,2.5,Over,370.0,
Cason Wallace,3.5,Over,1100.0,
