name,threesMade,over_under,DraftKings,ESPN BET,FanDuel
Alex Sarr,2.5,Over,-154.0,-125.0,-110.0
Alex Sarr,2.5,Under,120.0,-115.0,-120.0
Alex Sarr,3.5,Over,280.0,,430.0
Alex Sarr,4.5,Over,,,1400.0
Alperen Sengun,0.5,Over,215.0,190.0,
Alperen Sengun,0.5,Under,,-310.0,
Alperen Sengun,1.5,Over,,650.0,
Alperen Sengun,1.5,Under,,-3500.0,
Amen Thompson,0.5,Over,120.0,140.0,
Amen Thompson,0.5,Under,,-220.0,
Amen Thompson,1.5,Over,650.0,525.0,
Amen Thompson,1.5,Under,,-2000.0,
Andrew Wiggins,0.5,Over,,,-1375.0
Andrew Wiggins,1.5,Over,-220.0,-280.0,-237.5
Andrew Wiggins,1.5,Under,,180.0,178.0
Andrew Wiggins,2.5,Over,137.5,115.0,128.0
Andrew Wiggins,2.5,Under,-180.0,-160.0,-166.0
Andrew Wiggins,3.5,Over,330.0,250.0,330.0
Andrew Wiggins,3.5,Under,,-450.0,-470.0
Andrew Wiggins,4.5,Over,850.0,,700.0
Andrew Wiggins,4.5,Under,,,-1800.0
Andrew Wiggins,5.5,Under,,,-8000.0
Anthony Davis,0.5,Over,-132.5,-140.0,
Anthony Davis,0.5,Under,100.0,105.0,
Anthony Davis,1.5,Over,370.0,320.0,
Anthony Davis,1.5,Under,,-600.0,
Anthony Davis,2.5,Over,,700.0,
Anthony Davis,2.5,Under,,-4000.0,
Austin Reaves,0.5,Over,,,-1400.0
Austin Reaves,1.5,Over,-245.0,-280.0,-237.5
Austin Reaves,1.5,Under,,180.0,178.0
Austin Reaves,2.5,Over,122.0,120.0,130.66666666666666
Austin Reaves,2.5,Under,-160.0,-170.0,-172.0
Austin Reaves,3.5,Over,300.0,260.0,330.0
Austin Reaves,3.5,Under,,-475.0,-470.0
Austin Reaves,4.5,Over,750.0,,700.0
Austin Reaves,4.5,Under,,,-1800.0
Austin Reaves,5.5,Under,,,-7000.0
Brandon Miller,4.5,Over,-290.0,110.0,119.0
Brandon Miller,4.5,Under,,-160.0,-158.0
Brandon Miller,5.5,Over,105.0,,320.0
