name,threesMade,over_under,DraftKings,ESPN BET,FanDuel
AJ Green,0.5,Over,-600.0,,
AJ Green,1.5,Over,-142.5,-200.0,
AJ Green,1.5,Under,110.0,130.0,
AJ Green,2.5,Over,195.0,160.0,
AJ Green,2.5,Under,,-250.0,
AJ Green,3.5,Over,475.0,,
AJ Green,4.5,Over,1100.0,,
Aaron Wiggins,0.5,Over,-200.0,-230.0,
Aaron Wiggins,0.5,Under,,145.0,
Aaron Wiggins,1.5,Over,195.0,185.0,
Aaron Wiggins,1.5,Under,,-300.0,
Aaron Wiggins,2.5,Over,550.0,450.0,
Aaron Wiggins,2.5,Under,,-1200.0,
Al Horford,1.5,Over,-220.0,-240.0,
Al Horford,1.5,Under,,150.0,
Al Horford,2.5,Over,132.5,135.0,
Al Horford,2.5,Under,-175.0,-210.0,
Al Horford,3.5,Over,310.0,320.0,
Al Horford,3.5,Under,,-600.0,
Al Horford,4.5,Over,750.0,,
Amir Coffey,0.5,Over,-380.0,,
Amir Coffey,1.5,Over,112.0,,
Amir Coffey,1.5,Under,-145.0,,
Amir Coffey,2.5,Over,340.0,,
Amir Coffey,3.5,Over,950.0,,
Andre Jackson Jr,0.5,Over,107.5,-105.0,
Andre Jackson Jr,0.5,Under,-140.0,-125.0,
Andre Jackson Jr,1.5,Over,500.0,380.0,
Andre Jackson Jr,1.5,Under,,-900.0,
Andre Jackson Jr,2.5,Over,,750.0,
Andre Jackson Jr,2.5,Under,,-5000.0,
Andrew Nembhard,0.5,Over,-240.0,-310.0,
Andrew Nembhard,0.5,Under,,190.0,
Andrew Nembhard,1.5,Over,190.0,150.0,
Andrew Nembhard,1.5,Under,,-240.0,
Andrew Nembhard,2.5,Over,600.0,380.0,
Andrew Nembhard,2.5,Under,,-900.0,
Andrew Wiggins,0.5,Over,,,-850.0
Andrew Wiggins,1.5,Over,-185.0,-170.0,-169.5
Andrew Wiggins,1.5,Under,135.0,120.0,136.0
Andrew Wiggins,2.5,Over,150.0,175.0,185.0
Andrew Wiggins,2.5,Under,,-275.0,
Andrew Wiggins,3.5,Over,390.0,360.0,500.0
Andrew Wiggins,3.5,Under,,-800.0,
Andrew Wiggins,4.5,Over,900.0,,1100.0
Anfernee Simons,0.5,Over,,,-2500.0
Anfernee Simons,1.5,Over,-550.0,,-490.0
Anfernee Simons,2.5,Over,-173.0,-180.0,-165.0
Anfernee Simons,2.5,Under,130.0,125.0,132.0
Anfernee Simons,3.5,Over,135.0,135.0,145.0
Anfernee Simons,3.5,Under,,-210.0,
Anfernee Simons,4.5,Over,290.0,275.0,350.0
Anfernee Simons,4.5,Under,,-500.0,
Anfernee Simons,5.5,Over,600.0,,750.0
Anfernee Simons,6.5,Over,,,1600.0
Anthony Edwards,0.5,Over,,,-4000.0
Anthony Edwards,1.5,Over,-650.0,,-700.0
Anthony Edwards,2.5,Over,-205.0,-220.0,-210.0
Anthony Edwards,2.5,Under,,140.0,
Anthony Edwards,3.5,Over,122.0,120.0,115.5
Anthony Edwards,3.5,Under,-160.0,-170.0,-148.0
Anthony Edwards,4.5,Over,270.0,240.0,260.0
Anthony Edwards,4.5,Under,,-425.0,
Anthony Edwards,5.5,Over,550.0,,550.0
Anthony Edwards,6.5,Over,1200.0,,1100.0
Anthony Edwards,7.5,Over,,,2200.0
Austin Reaves,0.5,Over,,,-2400.0
Austin Reaves,1.5,Over,-525.0,-475.0,-420.0
Austin Reaves,1.5,Under,,260.0,
Austin Reaves,2.5,Over,-160.0,-140.0,-138.5
Austin Reaves,2.5,Under,114.0,105.0,112.0
Austin Reaves,3.5,Over,140.0,165.0,185.0
Austin Reaves,3.5,Under,,-260.0,
Austin Reaves,4.5,Over,320.0,,410.0
Austin Reaves,5.5,Over,650.0,,850.0
Austin Reaves,6.5,Over,,,1900.0
Bam Adebayo,0.5,Over,-117.5,-105.0,
Bam Adebayo,0.5,Under,-115.0,-125.0,
Bam Adebayo,1.5,Over,400.0,380.0,
Bam Adebayo,1.5,Under,,-900.0,
Bam Adebayo,2.5,Over,,750.0,
Bam Adebayo,2.5,Under,,-5000.0,
Ben Sheppard,0.5,Over,-215.0,-240.0,
Ben Sheppard,0.5,Under,,150.0,
Ben Sheppard,1.5,Over,190.0,185.0,
Ben Sheppard,1.5,Under,,-300.0,
Ben Sheppard,2.5,Over,650.0,475.0,
Ben Sheppard,2.5,Under,,-1400.0,
Bennedict Mathurin,0.5,Over,-475.0,-500.0,-450.0
Bennedict Mathurin,0.5,Under,,275.0,
Bennedict Mathurin,1.5,Over,102.5,-105.0,106.66666666666667
Bennedict Mathurin,1.5,Under,-135.0,-125.0,-137.0
Bennedict Mathurin,2.5,Over,320.0,260.0,350.0
Bennedict Mathurin,2.5,Under,,-475.0,-500.0
Bennedict Mathurin,3.5,Over,950.0,,900.0
Bennedict Mathurin,3.5,Under,,,-3000.0
Bobby Portis,0.5,Over,-320.0,-275.0,-305.0
Bobby Portis,0.5,Under,,175.0,225.0
Bobby Portis,1.5,Over,142.0,175.0,149.33333333333334
Bobby Portis,1.5,Under,-200.0,-275.0,-197.0
Bobby Portis,2.5,Over,400.0,425.0,500.0
Bobby Portis,2.5,Under,,-1100.0,-800.0
Bobby Portis,3.5,Over,1100.0,,1300.0
Bobby Portis,3.5,Under,,,-5000.0
Brook Lopez,0.5,Over,-575.0,-600.0,-540.0
Brook Lopez,0.5,Under,,320.0,
Brook Lopez,1.5,Over,-122.5,-115.0,-106.33333333333333
Brook Lopez,1.5,Under,-110.0,-115.0,-121.0
Brook Lopez,2.5,Over,240.0,250.0,290.0
Brook Lopez,2.5,Under,,-450.0,-420.0
Brook Lopez,3.5,Over,650.0,,750.0
Brook Lopez,3.5,Under,,,-2000.0
Buddy Hield,0.5,Over,,,-700.0
Buddy Hield,1.5,Over,,,-154.0
Buddy Hield,1.5,Under,,,124.0
Buddy Hield,2.5,Over,,,185.0
Buddy Hield,3.5,Over,,,490.0
Buddy Hield,4.5,Over,,,1000.0
Caleb Martin,0.5,Over,-370.0,-425.0,-370.0
Caleb Martin,0.5,Under,,240.0,
Caleb Martin,1.5,Over,127.5,115.0,124.5
Caleb Martin,1.5,Under,-166.0,-160.0,-158.0
Caleb Martin,2.5,Over,400.0,320.0,420.0
Caleb Martin,2.5,Under,,-600.0,
Caleb Martin,3.5,Over,1200.0,,1100.0
Cam Reddish,0.5,Over,150.0,,
Cam Reddish,0.5,Under,-195.0,,
Cam Thomas,0.5,Over,,,-1300.0
Cam Thomas,1.5,Over,-230.0,-230.0,-237.5
Cam Thomas,1.5,Under,,145.0,178.0
Cam Thomas,2.5,Over,127.5,135.0,129.33333333333334
Cam Thomas,2.5,Under,-166.0,-210.0,-169.0
Cam Thomas,3.5,Over,300.0,280.0,330.0
Cam Thomas,3.5,Under,,-550.0,-470.0
Cam Thomas,4.5,Over,700.0,,700.0
Cam Thomas,4.5,Under,,,-1600.0
Cam Thomas,5.5,Under,,,-7000.0
Cameron Johnson,0.5,Over,,,-2300.0
Cameron Johnson,1.5,Over,-400.0,-400.0,-335.0
Cameron Johnson,1.5,Under,,230.0,240.0
Cameron Johnson,2.5,Over,-132.5,-125.0,-114.33333333333333
Cameron Johnson,2.5,Under,-105.0,-105.0,-111.5
Cameron Johnson,3.5,Over,170.0,180.0,207.5
Cameron Johnson,3.5,Under,,-280.0,-290.0
Cameron Johnson,4.5,Over,380.0,,500.0
Cameron Johnson,4.5,Under,,,-800.0
Cameron Johnson,5.5,Over,900.0,,1000.0
Cameron Johnson,5.5,Under,,,-3000.0
Cameron Johnson,6.5,Over,,,2300.0
Cason Wallace,0.5,Over,-285.0,-310.0,-310.0
Cason Wallace,0.5,Under,,190.0,
Cason Wallace,1.5,Over,157.5,150.0,159.0
Cason Wallace,1.5,Under,-210.0,-240.0,-205.0
Cason Wallace,2.5,Over,500.0,400.0,500.0
Cason Wallace,2.5,Under,,-1000.0,
Cason Wallace,3.5,Over,,,1400.0
D'Angelo Russell,0.5,Over,,,-1525.0
D'Angelo Russell,1.5,Over,-230.0,-240.0,-267.5
D'Angelo Russell,1.5,Under,,150.0,198.0
D'Angelo Russell,2.5,Over,127.5,125.0,115.0
D'Angelo Russell,2.5,Under,-166.0,-180.0,-150.0
D'Angelo Russell,3.5,Over,300.0,280.0,285.0
D'Angelo Russell,3.5,Under,,-550.0,-420.0
D'Angelo Russell,4.5,Over,700.0,,700.0
D'Angelo Russell,4.5,Under,,,-1400.0
D'Angelo Russell,5.5,Over,,,1300.0
D'Angelo Russell,5.5,Under,,,-5000.0
Dalton Knecht,0.5,Over,-525.0,-550.0,
Dalton Knecht,0.5,Under,,280.0,
Dalton Knecht,1.5,Over,-125.0,-115.0,
Dalton Knecht,1.5,Under,,-115.0,
Dalton Knecht,2.5,Over,225.0,230.0,
Dalton Knecht,2.5,Under,,-400.0,
Dalton Knecht,3.5,Over,550.0,,
Damian Lillard,1.5,Over,,,-900.0
Damian Lillard,2.5,Over,-250.0,-325.0,-255.0
Damian Lillard,2.5,Under,,200.0,194.0
Damian Lillard,3.5,Over,-2.5,-115.0,100.0
Damian Lillard,3.5,Under,-130.0,-115.0,-130.0
Damian Lillard,4.5,Over,215.0,180.0,227.5
Damian Lillard,4.5,Under,,-280.0,-320.0
Damian Lillard,5.5,Over,425.0,,500.0
Damian Lillard,5.5,Under,,,-850.0
Damian Lillard,6.5,Over,900.0,,950.0
Damian Lillard,6.5,Under,,,-3000.0
Damian Lillard,7.5,Over,,,2100.0
Day'Ron Sharpe,0.5,Over,,280.0,
Day'Ron Sharpe,0.5,Under,,-550.0,
Day'Ron Sharpe,1.5,Over,,800.0,
Day'Ron Sharpe,1.5,Under,,-10000.0,
Deandre Ayton,0.5,Over,330.0,250.0,
Deandre Ayton,0.5,Under,,-450.0,
Deandre Ayton,1.5,Over,,750.0,
