name,threesMade,over_under,DraftKings,ESPN BET,FanDuel
Alexandre Sarr,0.5,Over,-270.0,,-300.0
Alexandre Sarr,1.5,Over,160.0,130.0,149.0
Alexandre Sarr,1.5,Under,-210.0,-180.0,-192.0
Alexandre Sarr,2.5,Over,500.0,,490.0
Alexandre Sarr,3.5,Over,1400.0,,1300.0
Alperen Sengun,0.5,Over,185.0,190.0,
Alperen Sengun,0.5,Under,-250.0,-285.0,
Alperen Sengun,1.5,Over,1200.0,,
Amen Thompson,0.5,Over,165.0,175.0,
Amen Thompson,0.5,Under,-220.0,-250.0,
Amen Thompson,1.5,Over,1000.0,,
Anfernee Simons,0.5,Over,,,-2400.0
Anfernee Simons,1.5,Over,,,-490.0
Anfernee Simons,2.5,Over,-175.0,-170.0,-165.0
Anfernee Simons,2.5,Under,135.0,125.0,
Anfernee Simons,3.5,Over,,,148.0
Anfernee Simons,3.5,Under,,,-188.0
Anfernee Simons,4.5,Over,,,340.0
Anfernee Simons,5.5,Over,,,700.0
Anfernee Simons,6.5,Over,,,1500.0
Anthony Edwards,1.5,Over,-1000.0,,-1050.0
Anthony Edwards,2.5,Over,-310.0,,-290.0
Anthony Edwards,3.5,Over,-122.5,-115.0,-117.5
Anthony Edwards,3.5,Under,-110.0,-115.0,-106.0
Anthony Edwards,4.5,Over,175.0,,195.0
Anthony Edwards,5.5,Over,370.0,,440.0
Anthony Edwards,6.5,Over,750.0,,800.0
Anthony Edwards,7.5,Over,1600.0,,1800.0
Austin Reaves,0.5,Over,-1600.0,,-1700.0
Austin Reaves,1.5,Over,-310.0,,-310.0
Austin Reaves,2.5,Over,-2.5,,-2.0
Austin Reaves,2.5,Under,-130.0,,-122.0
Austin Reaves,3.5,Over,235.0,,250.0
Austin Reaves,4.5,Over,550.0,,600.0
Austin Reaves,5.5,Over,1300.0,,1200.0
Austin Reaves,6.5,Over,2500.0,,
Bilal Coulibaly,0.5,Over,-255.0,,
Bilal Coulibaly,1.5,Over,172.5,165.0,
Bilal Coulibaly,1.5,Under,-230.0,-240.0,
Bilal Coulibaly,2.5,Over,550.0,,
Bilal Coulibaly,3.5,Over,1700.0,,
Carlton Carrington,0.5,Over,-340.0,,-270.0
Carlton Carrington,1.5,Over,132.5,145.0,164.5
Carlton Carrington,1.5,Under,-175.0,-210.0,-215.0
Carlton Carrington,2.5,Over,390.0,,550.0
Carlton Carrington,3.5,Over,1200.0,,1500.0
Collin Sexton,0.5,Over,-700.0,,-600.0
Collin Sexton,1.5,Over,-142.5,-140.0,-124.0
Collin Sexton,1.5,Under,110.0,105.0,100.0
Collin Sexton,2.5,Over,200.0,,240.0
Collin Sexton,3.5,Over,500.0,,700.0
Collin Sexton,4.5,Over,1300.0,,
Darius Garland,0.5,Over,,,-2100.0
Darius Garland,1.5,Over,-425.0,,-420.0
Darius Garland,2.5,Over,-137.5,-130.0,-143.0
Darius Garland,2.5,Under,105.0,100.0,114.0
Darius Garland,3.5,Over,170.0,,175.0
Darius Garland,4.5,Over,390.0,,420.0
Darius Garland,5.5,Over,850.0,,800.0
Darius Garland,6.5,Over,1900.0,,1900.0
De'Andre Hunter,1.5,Over,-390.0,,
De'Andre Hunter,2.5,Over,-125.0,-125.0,
De'Andre Hunter,2.5,Under,-115.0,-105.0,
De'Andre Hunter,3.5,Over,175.0,,
De'Andre Hunter,4.5,Over,390.0,,
De'Andre Hunter,5.5,Over,850.0,,
De'Andre Hunter,6.5,Over,2000.0,,
Deni Avdija,0.5,Over,,,-380.0
Deni Avdija,1.5,Over,110.0,100.0,113.5
Deni Avdija,1.5,Under,-140.0,-130.0,-142.0
Deni Avdija,2.5,Over,,,360.0
Deni Avdija,3.5,Over,,,950.0
Desmond Bane,0.5,Over,-1200.0,,-1050.0
Desmond Bane,1.5,Over,-235.0,,-210.0
Desmond Bane,2.5,Over,127.5,135.0,140.0
Desmond Bane,2.5,Under,-166.0,-190.0,-180.0
Desmond Bane,3.5,Over,310.0,,390.0
Desmond Bane,4.5,Over,750.0,,950.0
Desmond Bane,5.5,Over,1900.0,,
Dillon Brooks,0.5,Over,-1400.0,,-1200.0
Dillon Brooks,1.5,Over,-265.0,,-240.0
Dillon Brooks,2.5,Over,112.0,120.0,121.0
Dillon Brooks,2.5,Under,-145.0,-160.0,-156.0
Dillon Brooks,3.5,Over,280.0,,330.0
Dillon Brooks,4.5,Over,650.0,,700.0
Dillon Brooks,5.5,Over,1500.0,,
Donovan Mitchell,1.5,Over,-900.0,,-950.0
Donovan Mitchell,2.5,Over,-295.0,,-280.0
Donovan Mitchell,3.5,Over,-115.0,-105.0,-111.5
Donovan Mitchell,3.5,Under,-125.0,-125.0,-113.0
Donovan Mitchell,4.5,Over,175.0,,210.0
Donovan Mitchell,5.5,Over,360.0,,430.0
Donovan Mitchell,6.5,Over,700.0,,800.0
Donovan Mitchell,7.5,Over,1500.0,,1800.0
Dyson Daniels,0.5,Over,-280.0,,-260.0
Dyson Daniels,1.5,Over,162.5,150.0,180.0
Dyson Daniels,1.5,Under,-215.0,-215.0,-235.0
Dyson Daniels,2.5,Over,550.0,,600.0
Dyson Daniels,3.5,Over,1700.0,,
Evan Mobley,0.5,Over,-275.0,-215.0,
Evan Mobley,0.5,Under,,150.0,
Evan Mobley,1.5,Over,165.0,,
Evan Mobley,2.5,Over,550.0,,
Evan Mobley,3.5,Over,1600.0,,
Franz Wagner,0.5,Over,,,-700.0
Franz Wagner,1.5,Over,-145.0,-130.0,-138.5
Franz Wagner,1.5,Under,114.0,100.0,112.0
Franz Wagner,2.5,Over,,,220.0
Franz Wagner,3.5,Over,,,650.0
Franz Wagner,4.5,Over,,,1500.0
Fred VanVleet,0.5,Over,,,-2400.0
Fred VanVleet,1.5,Over,-650.0,,-470.0
Fred VanVleet,2.5,Over,-205.0,-180.0,-158.5
Fred VanVleet,2.5,Under,,130.0,126.0
Fred VanVleet,3.5,Over,127.5,,170.0
Fred VanVleet,3.5,Under,-175.0,,
Fred VanVleet,4.5,Over,270.0,,390.0
Fred VanVleet,5.5,Over,550.0,,750.0
Fred VanVleet,6.5,Over,1200.0,,1700.0
Fred VanVleet,7.5,Over,2800.0,,
Isaiah Collier,0.5,Over,,-120.0,
Isaiah Collier,0.5,Under,,-110.0,
Ja Morant,0.5,Over,-500.0,,-470.0
Ja Morant,1.5,Over,-115.0,-115.0,-105.5
Ja Morant,1.5,Under,-115.0,-115.0,-120.0
Ja Morant,2.5,Over,260.0,,300.0
Ja Morant,3.5,Over,700.0,,800.0
Ja Morant,4.5,Over,1800.0,,
Jaden McDaniels,0.5,Over,-575.0,,-490.0
Jaden McDaniels,1.5,Over,-120.0,-110.0,-108.0
Jaden McDaniels,1.5,Under,-110.0,-120.0,-115.0
Jaden McDaniels,2.5,Over,260.0,,300.0
Jaden McDaniels,3.5,Over,700.0,,750.0
Jaden McDaniels,4.5,Over,1900.0,,
Jalen Green,0.5,Over,,,-2200.0
Jalen Green,1.5,Over,-475.0,,-410.0
Jalen Green,2.5,Over,-150.0,-145.0,-137.5
Jalen Green,2.5,Under,114.0,110.0,110.0
Jalen Green,3.5,Over,155.0,,185.0
Jalen Green,4.5,Over,350.0,,440.0
Jalen Green,5.5,Over,750.0,,900.0
Jalen Green,6.5,Over,1600.0,,2100.0
Jalen Suggs,1.5,Over,-120.0,-120.0,
Jalen Suggs,1.5,Under,-110.0,-110.0,
Jaren Jackson Jr,0.5,Over,-550.0,,-550.0
Jaren Jackson Jr,1.5,Over,-122.5,-115.0,-111.5
Jaren Jackson Jr,1.5,Under,-110.0,-115.0,-113.0
Jaren Jackson Jr,2.5,Over,250.0,,290.0
Jaren Jackson Jr,3.5,Over,650.0,,700.0
Jaren Jackson Jr,4.5,Over,1700.0,,
Jaylen Wells,0.5,Over,-525.0,,-550.0
Jaylen Wells,1.5,Over,-117.5,-115.0,-111.5
Jaylen Wells,1.5,Under,-115.0,-115.0,-113.0
Jaylen Wells,2.5,Over,245.0,,290.0
Jaylen Wells,3.5,Over,650.0,,750.0
Jaylen Wells,4.5,Over,1800.0,,
Jerami Grant,0.5,Over,,,-440.0
Jerami Grant,1.5,Over,-120.0,-115.0,-1.0
Jerami Grant,1.5,Under,-110.0,-115.0,-125.0
Jerami Grant,2.5,Over,,,320.0
Jerami Grant,3.5,Over,,,750.0
John Collins,0.5,Over,-350.0,,
John Collins,1.5,Over,132.5,120.0,
John Collins,1.5,Under,-175.0,-160.0,
John Collins,2.5,Over,400.0,,
John Collins,3.5,Over,1200.0,,
Jordan Poole,0.5,Over,,,-4000.0
Jordan Poole,1.5,Over,-600.0,,-700.0
Jordan Poole,2.5,Over,-205.0,,-220.0
Jordan Poole,3.5,Over,122.0,115.0,111.0
Jordan Poole,3.5,Under,-160.0,-150.0,-142.0
Jordan Poole,4.5,Over,240.0,,250.0
Jordan Poole,5.5,Over,500.0,,550.0
Jordan Poole,6.5,Over,1000.0,,1000.0
Jordan Poole,7.5,Over,2200.0,,2200.0
Julius Randle,0.5,Over,-750.0,,-650.0
Julius Randle,1.5,Over,-155.0,-140.0,-127.5
Julius Randle,1.5,Under,114.0,105.0,102.0
Julius Randle,2.5,Over,180.0,,250.0
Julius Randle,3.5,Over,475.0,,750.0
Julius Randle,4.5,Over,1200.0,,
Kentavious Caldwell-Pope,0.5,Over,,,-550.0
Kentavious Caldwell-Pope,1.5,Over,-125.0,-115.0,-111.5
Kentavious Caldwell-Pope,1.5,Under,-105.0,-115.0,-113.0
Kentavious Caldwell-Pope,2.5,Over,,,280.0
Kentavious Caldwell-Pope,3.5,Over,,,700.0
Kyle Kuzma,0.5,Over,-390.0,,-350.0
Kyle Kuzma,1.5,Over,112.0,110.0,128.0
Kyle Kuzma,1.5,Under,-145.0,-145.0,-162.0
Kyle Kuzma,2.5,Over,340.0,,420.0
Kyle Kuzma,3.5,Over,950.0,,1100.0
Kyle Kuzma,4.5,Over,2500.0,,
Kyshawn George,0.5,Over,-400.0,,-380.0
Kyshawn George,1.5,Over,112.0,100.0,119.0
Kyshawn George,1.5,Under,-145.0,-130.0,-150.0
Kyshawn George,2.5,Over,320.0,,380.0
Kyshawn George,3.5,Over,850.0,,1000.0
Kyshawn George,4.5,Over,2200.0,,
Lauri Markkanen,0.5,Over,,,-3000.0
Lauri Markkanen,1.5,Over,-575.0,,-550.0
Lauri Markkanen,2.5,Over,-185.0,,-175.0
Lauri Markkanen,3.5,Over,127.5,120.0,144.5
Lauri Markkanen,3.5,Under,-166.0,-160.0,-186.0
Lauri Markkanen,4.5,Over,270.0,,320.0
Lauri Markkanen,5.5,Over,550.0,,750.0
Lauri Markkanen,6.5,Over,1200.0,,1400.0
Lauri Markkanen,7.5,Over,2800.0,,
LeBron James,0.5,Over,-900.0,,-700.0
LeBron James,1.5,Over,-180.0,-160.0,-143.0
LeBron James,1.5,Under,135.0,120.0,114.0
LeBron James,2.5,Over,160.0,,230.0
LeBron James,3.5,Over,400.0,,650.0
LeBron James,4.5,Over,1000.0,,1500.0
LeBron James,5.5,Over,2200.0,,
Luke Kennard,0.5,Over,-650.0,,
Luke Kennard,1.5,Over,-145.0,-125.0,
Luke Kennard,1.5,Under,110.0,-105.0,
Luke Kennard,2.5,Over,190.0,,
Luke Kennard,3.5,Over,475.0,,
Luke Kennard,4.5,Over,1100.0,,
Luke Kennard,5.5,Over,2800.0,,
Max Christie,0.5,Over,-525.0,,-550.0
Max Christie,1.5,Over,-122.5,,-111.5
Max Christie,1.5,Under,-110.0,,-113.0
Max Christie,2.5,Over,235.0,,290.0
Max Christie,3.5,Over,650.0,,750.0
Max Christie,4.5,Over,1600.0,,
Max Strus,0.5,Over,-900.0,,-1000.0
Max Strus,1.5,Over,-195.0,-160.0,-200.0
Max Strus,1.5,Under,,120.0,
Max Strus,2.5,Over,142.5,,148.0
Max Strus,2.5,Under,-188.0,,-188.0
Max Strus,3.5,Over,350.0,,400.0
Max Strus,4.5,Over,850.0,,850.0
Max Strus,5.5,Over,2200.0,,
Mike Conley,0.5,Over,-700.0,,-650.0
Mike Conley,1.5,Over,-150.0,-150.0,-133.0
Mike Conley,1.5,Under,114.0,115.0,106.0
Mike Conley,2.5,Over,200.0,,220.0
Mike Conley,3.5,Over,500.0,,600.0
Mike Conley,4.5,Over,1300.0,,1500.0
Naz Reid,0.5,Over,-900.0,,
Naz Reid,1.5,Over,-200.0,,
Naz Reid,2.5,Over,140.0,140.0,
Naz Reid,2.5,Under,-188.0,-200.0,
Naz Reid,3.5,Over,350.0,,
Naz Reid,4.5,Over,850.0,,
Naz Reid,5.5,Over,1900.0,,
Nickeil Alexander-Walker,0.5,Over,-900.0,,
Nickeil Alexander-Walker,1.5,Over,-191.5,-180.0,
Nickeil Alexander-Walker,1.5,Under,145.0,130.0,
Nickeil Alexander-Walker,2.5,Over,145.0,,
Nickeil Alexander-Walker,3.5,Over,360.0,,
Nickeil Alexander-Walker,4.5,Over,850.0,,
Nickeil Alexander-Walker,5.5,Over,2000.0,,
Onyeka Okongwu,0.5,Over,140.0,160.0,
Onyeka Okongwu,0.5,Under,,-225.0,
Onyeka Okongwu,1.5,Over,850.0,,
Paolo Banchero,0.5,Over,,,-550.0
Paolo Banchero,1.5,Over,-120.0,-120.0,-117.5
Paolo Banchero,1.5,Under,-110.0,-110.0,-104.0
Paolo Banchero,2.5,Over,,,270.0
Paolo Banchero,3.5,Over,,,700.0
Santi Aldama,0.5,Over,-265.0,,
Santi Aldama,1.5,Over,160.0,165.0,
Santi Aldama,1.5,Under,-215.0,-240.0,
Santi Aldama,2.5,Over,500.0,,
Santi Aldama,3.5,Over,1400.0,,
Toumani Camara,0.5,Over,,,-340.0
Toumani Camara,1.5,Over,124.0,130.0,131.0
Toumani Camara,1.5,Under,-160.0,-180.0,-170.0
Toumani Camara,2.5,Over,,,450.0
Toumani Camara,3.5,Over,,,1200.0
Trae Young,0.5,Over,,,-2400.0
Trae Young,1.5,Over,-450.0,,-440.0
Trae Young,2.5,Over,-142.5,-150.0,-147.5
Trae Young,2.5,Under,110.0,115.0,118.0
Trae Young,3.5,Over,170.0,,165.0
Trae Young,4.5,Over,400.0,,370.0
Trae Young,5.5,Over,900.0,,750.0
Trae Young,6.5,Over,2000.0,,1700.0
Vit Krejci,0.5,Over,-900.0,,-900.0
Vit Krejci,1.5,Over,-182.5,,-190.0
Vit Krejci,1.5,Under,140.0,,
Vit Krejci,2.5,Over,160.0,,152.5
Vit Krejci,2.5,Under,,,-194.0
Vit Krejci,3.5,Over,400.0,,410.0
Vit Krejci,4.5,Over,1000.0,,850.0
Vit Krejci,5.5,Over,2800.0,,
Wendell Carter Jr,0.5,Over,-140.0,-125.0,-240.0
Wendell Carter Jr,0.5,Under,110.0,-105.0,
Wendell Carter Jr,1.5,Over,,,200.0
Wendell Carter Jr,2.5,Over,,,750.0
Zaccharie Risacher,0.5,Over,-290.0,,
Zaccharie Risacher,1.5,Over,165.0,175.0,
Zaccharie Risacher,1.5,Under,-238.0,-250.0,
Zaccharie Risacher,2.5,Over,500.0,,
Zaccharie Risacher,3.5,Over,1500.0,,
Zach Edey,0.5,Over,170.0,175.0,
Zach Edey,0.5,Under,-230.0,-250.0,
Zach Edey,1.5,Over,1000.0,,
