name,threesMade,over_under,DraftKings,ESPN BET,FanDuel
Andrew Nembhard,0.5,Over,-295.0,-350.0,
Andrew Nembhard,0.5,Under,,210.0,
Andrew Nembhard,1.5,Over,149.5,135.0,
Andrew Nembhard,1.5,Under,-200.0,-210.0,
Andrew Nembhard,2.5,Over,475.0,380.0,
Andrew Nembhard,2.5,Under,,-900.0,
Andrew Wiggins,0.5,Over,,,-1000.0
Andrew Wiggins,1.5,Over,-210.0,-250.0,-195.33333333333334
Andrew Wiggins,1.5,Under,,160.0,152.0
Andrew Wiggins,2.5,Over,140.0,135.0,159.0
Andrew Wiggins,2.5,Under,-188.0,-210.0,-215.0
Andrew Wiggins,3.5,Over,350.0,280.0,440.0
Andrew Wiggins,3.5,Under,,-550.0,-670.0
Andrew Wiggins,4.5,Over,850.0,,1000.0
Andrew Wiggins,4.5,Under,,,-3000.0
Anfernee Simons,0.5,Over,,,-5250.0
Anfernee Simons,1.5,Over,-650.0,,-675.0
Anfernee Simons,2.5,Over,-200.0,-240.0,-217.5
Anfernee Simons,2.5,Under,,150.0,164.0
Anfernee Simons,3.5,Over,122.0,110.0,119.33333333333333
Anfernee Simons,3.5,Under,-160.0,-150.0,-156.0
Anfernee Simons,4.5,Over,260.0,220.0,267.5
Anfernee Simons,4.5,Under,,-375.0,-390.0
Anfernee Simons,5.5,Over,550.0,,600.0
Anfernee Simons,5.5,Under,,,-1100.0
Anfernee Simons,6.5,Over,1200.0,,1100.0
Anfernee Simons,6.5,Under,,,-4000.0
Anfernee Simons,7.5,Over,,,2500.0
Anthony Edwards,0.5,Over,,,-7000.0
Anthony Edwards,1.5,Over,,,-800.0
Anthony Edwards,2.5,Over,-245.0,-240.0,-230.0
Anthony Edwards,2.5,Under,,150.0,174.0
Anthony Edwards,3.5,Over,-2.5,115.0,109.33333333333333
Anthony Edwards,3.5,Under,-130.0,-160.0,-142.0
Anthony Edwards,4.5,Over,215.0,240.0,242.5
Anthony Edwards,4.5,Under,,-425.0,-340.0
Anthony Edwards,5.5,Over,475.0,,550.0
Anthony Edwards,5.5,Under,,,-900.0
Anthony Edwards,6.5,Over,1000.0,,1000.0
Anthony Edwards,6.5,Under,,,-3500.0
Anthony Edwards,7.5,Over,,,2300.0
Bam Adebayo,0.5,Over,-117.5,-115.0,
Bam Adebayo,0.5,Under,-115.0,-115.0,
Bam Adebayo,1.5,Over,425.0,340.0,
Bam Adebayo,1.5,Under,,-700.0,
Bam Adebayo,2.5,Over,,750.0,
Bam Adebayo,2.5,Under,,-5000.0,
Ben Sheppard,0.5,Over,-250.0,-275.0,
Ben Sheppard,0.5,Under,,175.0,
Ben Sheppard,1.5,Over,167.5,165.0,
Ben Sheppard,1.5,Under,-220.0,-260.0,
Ben Sheppard,2.5,Over,500.0,425.0,
Ben Sheppard,2.5,Under,,-1100.0,
Bennedict Mathurin,0.5,Over,-475.0,-450.0,-445.0
Bennedict Mathurin,0.5,Under,,250.0,
Bennedict Mathurin,1.5,Over,-107.5,105.0,108.0
Bennedict Mathurin,1.5,Under,-125.0,-140.0,-139.0
Bennedict Mathurin,2.5,Over,280.0,300.0,360.0
Bennedict Mathurin,2.5,Under,,-600.0,-550.0
Bennedict Mathurin,3.5,Over,800.0,,900.0
Bennedict Mathurin,3.5,Under,,,-3000.0
Bobby Portis,0.5,Over,-330.0,-350.0,-305.0
Bobby Portis,0.5,Under,,210.0,225.0
Bobby Portis,1.5,Over,127.5,130.0,148.66666666666666
Bobby Portis,1.5,Under,-166.0,-200.0,-196.0
Bobby Portis,2.5,Over,390.0,330.0,470.0
Bobby Portis,2.5,Under,,-650.0,-750.0
Bobby Portis,3.5,Over,1100.0,,1100.0
Bobby Portis,3.5,Under,,,-3500.0
Bradley Beal,0.5,Over,,,-825.0
Bradley Beal,1.5,Over,-157.0,-180.0,-161.0
Bradley Beal,1.5,Under,120.0,125.0,126.0
Bradley Beal,2.5,Over,180.0,165.0,197.0
Bradley Beal,2.5,Under,,-260.0,-270.0
Bradley Beal,3.5,Over,475.0,360.0,550.0
Bradley Beal,3.5,Under,,-800.0,-900.0
Bradley Beal,4.5,Over,,,1200.0
Bradley Beal,4.5,Under,,,-4500.0
Brook Lopez,0.5,Over,-475.0,-550.0,-470.0
Brook Lopez,0.5,Under,,280.0,
Brook Lopez,1.5,Over,-107.5,-110.0,32.666666666666664
Brook Lopez,1.5,Under,-125.0,-120.0,-129.0
Brook Lopez,2.5,Over,280.0,250.0,340.0
Brook Lopez,2.5,Under,,-450.0,-490.0
Brook Lopez,3.5,Over,800.0,,850.0
Brook Lopez,3.5,Under,,,-2500.0
Buddy Hield,0.5,Over,,,-4500.0
Buddy Hield,1.5,Over,-700.0,,-635.0
Buddy Hield,2.5,Over,-220.0,-200.0,-190.0
Buddy Hield,2.5,Under,,130.0,148.0
Buddy Hield,3.5,Over,112.0,130.0,126.66666666666667
Buddy Hield,3.5,Under,-145.0,-200.0,-164.0
Buddy Hield,4.5,Over,250.0,260.0,275.0
Buddy Hield,4.5,Under,,-475.0,-400.0
Buddy Hield,5.5,Over,500.0,,550.0
Buddy Hield,5.5,Under,,,-1000.0
Buddy Hield,6.5,Over,1100.0,,1000.0
Buddy Hield,6.5,Under,,,-3500.0
Buddy Hield,7.5,Over,,,2300.0
Cade Cunningham,0.5,Over,,,-1650.0
Cade Cunningham,1.5,Over,-265.0,-310.0,-275.0
Cade Cunningham,1.5,Under,,190.0,205.0
Cade Cunningham,2.5,Over,112.0,105.0,109.33333333333333
Cade Cunningham,2.5,Under,-145.0,-140.0,-142.0
Cade Cunningham,3.5,Over,280.0,240.0,280.0
Cade Cunningham,3.5,Under,,-425.0,-400.0
Cade Cunningham,4.5,Over,650.0,,700.0
Cade Cunningham,4.5,Under,,,-1400.0
Cade Cunningham,5.5,Over,,,1400.0
Cade Cunningham,5.5,Under,,,-5000.0
Caleb Martin,0.5,Over,-330.0,-310.0,
Caleb Martin,0.5,Under,,190.0,
Caleb Martin,1.5,Over,140.0,145.0,
Caleb Martin,1.5,Under,-188.0,-230.0,
Caleb Martin,2.5,Over,450.0,400.0,
Caleb Martin,2.5,Under,,-1000.0,
Cam Thomas,0.5,Over,,,-2100.0
Cam Thomas,1.5,Over,-450.0,,-430.0
