name,threesMade,over_under,DraftKings,FanDuel
Alperen Sengun,0.5,Over,205.0,
Alperen Sengun,1.5,Over,1300.0,
Amen Thompson,0.5,Over,230.0,
Amen Thompson,1.5,Over,1700.0,
Andrew Nembhard,0.5,Over,-235.0,
Andrew Nembhard,0.5,Under,175.0,
Andrew Nembhard,1.5,Over,185.0,
Andrew Nembhard,2.5,Over,650.0,
Andrew Nembhard,3.5,Over,2000.0,
Anfernee Simons,0.5,Over,,-3000.0
Anfernee Simons,1.5,Over,-600.0,-550.0
Anfernee Simons,2.5,Over,-200.0,-175.0
Anfernee Simons,2.5,Under,,140.0
Anfernee Simons,3.5,Over,127.5,145.0
Anfernee Simons,3.5,Under,-166.0,
Anfernee Simons,4.5,Over,275.0,340.0
Anfernee Simons,5.5,Over,550.0,750.0
Anfernee Simons,6.5,Over,1300.0,1400.0
Anfernee Simons,7.5,Over,2800.0,3200.0
Austin Reaves,0.5,Over,,-2000.0
Austin Reaves,1.5,Over,-425.0,-370.0
Austin Reaves,2.5,Over,-137.5,-124.0
Austin Reaves,2.5,Under,105.0,100.0
Austin Reaves,3.5,Over,165.0,200.0
Austin Reaves,4.5,Over,380.0,490.0
Austin Reaves,5.5,Over,850.0,950.0
Austin Reaves,6.5,Over,2000.0,2200.0
Ayo Dosunmu,0.5,Over,-600.0,-650.0
Ayo Dosunmu,1.5,Over,-132.5,-133.0
Ayo Dosunmu,1.5,Under,100.0,106.0
Ayo Dosunmu,2.5,Over,225.0,230.0
Ayo Dosunmu,3.5,Over,600.0,650.0
Ayo Dosunmu,4.5,Over,1600.0,
Bam Adebayo,0.5,Over,-137.5,
Bam Adebayo,0.5,Under,105.0,
Bam Adebayo,1.5,Over,360.0,
Bam Adebayo,2.5,Over,1500.0,
Bennedict Mathurin,0.5,Over,-380.0,-390.0
Bennedict Mathurin,1.5,Over,119.5,120.0
Bennedict Mathurin,1.5,Under,-160.0,-154.0
Bennedict Mathurin,2.5,Over,370.0,390.0
Bennedict Mathurin,3.5,Over,1000.0,1000.0
Coby White,0.5,Over,,-3000.0
Coby White,1.5,Over,-475.0,-460.0
Coby White,2.5,Over,-157.0,-150.5
Coby White,2.5,Under,120.0,122.0
Coby White,3.5,Over,150.0,165.0
Coby White,4.5,Over,330.0,380.0
Coby White,5.5,Over,700.0,750.0
Coby White,6.5,Over,1500.0,1600.0
D'Angelo Russell,0.5,Over,-1200.0,-1100.0
D'Angelo Russell,1.5,Over,-260.0,-240.0
D'Angelo Russell,2.5,Over,112.0,125.5
D'Angelo Russell,2.5,Under,-145.0,-162.0
D'Angelo Russell,3.5,Over,275.0,320.0
D'Angelo Russell,4.5,Over,650.0,700.0
D'Angelo Russell,5.5,Over,1500.0,
Darius Garland,0.5,Over,,-2100.0
Darius Garland,1.5,Over,-500.0,-410.0
Darius Garland,2.5,Over,-162.0,-134.0
Darius Garland,2.5,Under,120.0,108.0
Darius Garland,3.5,Over,145.0,180.0
Darius Garland,4.5,Over,320.0,430.0
Darius Garland,5.5,Over,700.0,850.0
Darius Garland,6.5,Over,1500.0,1800.0
Deni Avdija,0.5,Over,-400.0,-460.0
Deni Avdija,1.5,Over,107.5,102.5
Deni Avdija,1.5,Under,-140.0,-130.0
Deni Avdija,2.5,Over,340.0,320.0
Deni Avdija,3.5,Over,950.0,800.0
Deni Avdija,4.5,Over,2500.0,
Derrick White,0.5,Over,,-3000.0
Derrick White,1.5,Over,-475.0,-480.0
Derrick White,2.5,Over,-157.0,-160.5
Derrick White,2.5,Under,120.0,128.0
Derrick White,3.5,Over,155.0,155.0
Derrick White,4.5,Over,350.0,370.0
Derrick White,5.5,Over,750.0,700.0
Derrick White,6.5,Over,1700.0,1600.0
Dillon Brooks,0.5,Over,-1000.0,-800.0
Dillon Brooks,1.5,Over,-180.5,-165.0
Dillon Brooks,1.5,Under,130.0,132.0
Dillon Brooks,2.5,Over,150.0,185.0
Dillon Brooks,3.5,Over,360.0,500.0
Dillon Brooks,4.5,Over,900.0,1200.0
Dillon Brooks,5.5,Over,2200.0,
Donovan Mitchell,0.5,Over,,-4500.0
Donovan Mitchell,1.5,Over,-1000.0,-850.0
Donovan Mitchell,2.5,Over,-300.0,-250.0
Donovan Mitchell,3.5,Over,-115.0,-1.0
Donovan Mitchell,3.5,Under,-120.0,-125.0
Donovan Mitchell,4.5,Over,175.0,210.0
Donovan Mitchell,5.5,Over,360.0,460.0
Donovan Mitchell,6.5,Over,700.0,850.0
Donovan Mitchell,7.5,Over,1500.0,1800.0
